שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
כפר קאסם,634,5,658,438,4,434,1,0,127,120,1,0,0,0,0,0,0,0,0,0,1,0,0,4,169,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
כפר קאסם,634,6,671,455,4,451,4,0,141,107,0,0,0,0,0,0,0,0,0,0,2,0,0,3,181,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
כפר קאסם,634,7,652,461,6,455,0,0,171,75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,192,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2
כפר קאסם,634,8,658,407,7,400,4,0,153,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,133,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
כפר קאסם,634,9,651,461,13,448,0,0,164,69,1,0,0,0,0,0,0,0,0,0,1,1,0,4,181,1,1,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
כפר קאסם,634,10,626,482,5,477,1,0,235,74,0,0,0,0,0,1,0,0,0,0,4,0,0,2,152,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
כפר קאסם,634,11,654,472,5,467,2,0,128,152,0,0,0,0,0,0,0,0,0,0,3,0,0,2,168,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כפר קאסם,634,12,601,390,1,389,0,0,78,147,0,0,0,0,0,0,0,0,0,0,2,1,0,1,154,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
כפר קאסם,634,13,685,464,13,451,1,0,160,74,0,0,0,0,0,0,0,0,0,0,1,0,0,3,189,0,0,0,0,0,2,0,0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
כפר קאסם,634,14,596,452,3,449,10,0,183,83,0,0,0,0,1,0,0,0,0,0,3,0,0,5,140,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כפר קאסם,634,15,621,459,8,451,1,0,173,86,0,0,0,0,0,1,0,0,0,0,7,0,0,1,171,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כפר קאסם,634,16,615,395,4,391,2,0,134,96,0,0,0,0,0,1,0,0,0,0,0,0,0,4,144,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
כפר קאסם,634,17,645,441,4,437,2,0,91,75,0,0,0,0,0,0,0,1,0,0,0,0,0,3,255,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
כפר קאסם,634,18,714,351,12,339,0,0,107,58,0,0,0,0,0,0,0,0,0,0,0,1,0,4,161,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
כפר קאסם,634,19,566,377,2,375,1,0,105,138,0,0,0,0,0,0,0,0,0,1,1,0,0,0,117,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
כפר קאסם,634,20,593,407,3,404,2,0,97,131,0,0,0,0,0,0,0,0,0,0,1,0,0,3,160,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
כפר קאסם,634,21,609,411,3,408,6,0,155,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,126,1,0,0,0,0,0,0,1,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
כפר קאסם,634,22,606,418,1,417,0,0,109,152,0,0,0,0,0,0,0,0,0,0,1,0,1,0,139,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כפר קאסם,634,23,585,372,2,370,0,0,89,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
כפר קיש,388,1,432,325,4,321,35,0,0,0,10,0,0,0,1,1,0,0,0,0,8,0,1,49,15,14,0,0,0,8,0,1,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כפר קרע,654,1,740,350,4,346,5,0,135,146,0,0,0,0,0,1,0,0,0,0,1,0,0,5,37,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,1,4
כפר קרע,654,2,767,343,7,336,1,0,139,149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,1,0,15,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4
כפר קרע,654,3,761,407,4,403,1,0,165,161,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,1,19
כפר קרע,654,4,746,355,2,353,4,0,108,175,0,0,0,0,0,0,1,0,0,0,3,0,0,2,34,0,0,0,3,0,0,0,0,11,0,1,0,0,0,0,2,0,0,0,0,1,0,5,3
כפר קרע,654,5,718,349,2,347,7,0,153,108,1,0,0,0,0,0,0,0,0,0,1,0,0,10,42,0,0,0,2,0,0,0,0,16,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0
כפר קרע,654,6,740,348,1,347,3,0,137,154,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
כפר קרע,654,7,720,311,0,311,4,0,144,123,0,0,0,0,0,0,0,0,0,0,3,0,0,2,19,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6
כפר קרע,654,8,710,342,7,335,4,0,126,128,0,0,0,0,1,0,0,0,0,0,4,0,0,6,43,1,0,0,3,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
כפר קרע,654,9,739,373,5,368,1,0,139,151,0,0,0,0,0,0,0,0,0,0,2,0,0,5,48,0,0,0,4,0,0,0,0,9,0,4,0,0,0,1,1,0,0,0,0,0,0,1,2
כפר קרע,654,10,767,357,7,350,5,0,150,149,0,0,0,0,0,0,0,0,0,0,2,0,0,3,30,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
כפר קרע,654,11,775,358,3,355,3,0,122,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,3,0,0,4,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
כפר קרע,654,12,725,367,5,362,4,0,130,159,0,0,0,0,0,0,0,0,0,0,2,0,1,6,44,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
כפר קרע,654,13,717,319,4,315,5,0,118,133,0,0,0,0,0,1,0,0,0,0,2,0,0,2,28,0,2,0,2,1,1,0,0,8,0,1,0,0,0,0,2,0,1,1,0,0,0,2,5
כפר קרע,654,14,766,389,1,388,4,0,170,143,0,0,0,0,0,0,0,0,0,0,3,0,0,3,47,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,3,0,0,0,1,0,0,1,3
כפר קרע,654,15,730,306,0,306,3,0,139,126,0,0,0,0,0,0,0,0,0,0,0,1,0,2,21,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0
כפר קרע,654,16,707,315,0,315,3,0,112,153,0,0,0,0,0,0,0,0,0,0,2,1,0,2,34,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3
כפר קרע,654,17,783,365,5,360,6,0,141,163,0,0,0,0,0,0,0,0,0,0,0,1,1,2,32,0,0,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
כפר ראש הנקרה,579,1,517,379,1,378,57,0,0,0,15,0,0,0,0,2,0,0,0,0,12,0,2,63,15,15,1,0,0,14,0,0,0,174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
כפר ראש הנקרה,579,2,475,355,1,354,63,1,0,2,10,0,0,0,0,0,0,0,0,0,7,0,2,60,16,9,1,0,0,12,0,0,0,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
כפר רוזנואלד (זרעית),1130,1,222,154,0,154,10,1,0,0,1,0,0,0,0,1,0,0,0,0,33,0,1,76,0,1,0,0,1,4,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5
כפר רופין,295,1,386,269,0,269,55,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,4,13,21,3,0,0,0,10,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
כפר רות,1166,1,185,152,0,152,17,2,0,0,9,0,0,0,0,8,0,0,0,0,4,0,0,11,2,13,0,0,0,4,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כפר שמאי,605,1,334,245,2,243,7,9,0,0,11,0,0,0,0,33,0,0,0,0,27,0,0,112,2,9,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
כפר שמואל,743,1,588,498,1,497,49,0,1,1,12,0,0,0,0,3,0,0,0,0,15,0,2,77,20,8,0,0,0,12,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כפר שמריהו,267,1,534,342,2,340,16,0,0,1,4,0,0,0,0,0,0,0,0,0,6,0,4,42,17,6,0,0,0,7,0,0,0,235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
כפר שמריהו,267,2,693,443,2,441,36,0,0,0,4,0,0,0,0,4,1,0,0,0,3,0,1,79,29,12,0,0,1,6,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כפר שמריהו,267,3,637,434,4,430,42,6,0,1,5,0,0,0,0,1,0,0,0,0,7,0,3,59,27,5,0,0,0,15,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
כפר תבור,47,1,746,548,2,546,45,0,0,2,19,0,0,0,1,8,0,0,0,0,15,0,10,114,12,17,0,0,2,19,1,0,0,279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
כפר תבור,47,2,686,529,3,526,44,1,0,0,8,0,0,0,1,3,0,0,0,0,13,0,1,99,10,11,0,0,0,25,0,1,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
כפר תבור,47,3,718,552,1,551,51,0,0,0,11,0,0,0,0,7,0,0,0,1,14,0,1,125,11,26,0,0,0,24,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
כפר תבור,47,4,583,442,1,441,35,0,0,4,13,0,0,0,0,5,0,0,0,0,21,0,6,113,13,16,0,0,2,20,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
כפר תבור,47,5,577,412,2,410,34,1,0,0,8,0,0,0,0,11,0,0,0,0,14,0,2,87,20,6,0,0,0,15,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
כפר תפוח,3572,1,602,488,1,487,0,2,0,0,46,0,0,0,1,247,0,0,0,0,1,0,2,106,2,62,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
כרכום,1285,1,458,321,1,320,52,0,0,0,8,0,0,0,0,3,0,0,0,0,11,0,1,55,9,9,0,0,2,19,0,0,0,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כרם בן זמרה,664,1,397,314,0,314,7,4,0,0,10,1,0,0,1,16,0,0,0,0,19,0,0,171,1,14,0,0,2,7,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
כרם יבנה (ישיבה),1094,1,158,140,0,140,0,14,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
כרם מהר"ל,580,1,648,504,0,504,60,0,0,3,11,0,0,0,3,3,0,0,0,0,16,0,2,49,47,21,1,0,1,6,0,0,0,264,0,0,0,0,0,13,0,0,1,3,0,0,0,0,0
כרם שלום,1085,1,126,68,1,67,10,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,11,5,2,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כרמי יוסף,1264,1,460,364,1,363,37,2,0,0,4,0,0,0,0,2,0,0,0,0,3,0,6,36,34,7,0,0,6,9,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כרמי יוסף,1264,2,489,381,0,381,51,0,0,0,3,0,0,0,0,1,0,0,0,0,10,0,3,49,33,10,0,0,1,6,0,0,0,212,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
כרמי יוסף,1264,3,471,358,0,358,39,3,0,1,6,1,0,0,0,1,0,0,0,0,9,0,3,32,29,8,0,0,1,3,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
כרמי צור,3766,1,538,450,1,449,0,7,0,0,12,0,0,0,0,236,0,0,0,0,3,0,1,79,0,97,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
כרמי קטיף,1374,1,176,157,0,157,0,1,0,0,1,0,0,0,0,129,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כרמיאל,1139,1,556,241,2,239,4,1,1,0,5,0,0,0,0,1,0,0,0,0,7,0,80,72,2,3,0,0,0,2,0,0,0,58,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
כרמיאל,1139,2,667,231,2,229,4,14,0,5,6,0,0,0,0,0,0,0,0,0,6,0,49,70,2,3,0,0,1,5,0,0,0,58,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
כרמיאל,1139,3,698,396,8,388,9,35,1,3,18,0,1,0,0,6,0,0,0,0,9,0,116,78,4,6,0,0,0,3,1,0,0,85,0,0,0,1,0,1,0,0,1,0,0,0,0,2,8
כרמיאל,1139,4,566,269,2,267,15,12,0,0,5,0,0,0,0,3,0,0,0,0,4,0,73,44,6,4,0,0,1,3,2,0,0,86,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6
כרמיאל,1139,5,536,265,8,257,5,0,0,0,7,0,0,0,0,1,0,0,0,0,12,0,39,117,6,3,0,0,0,1,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
כרמיאל,1139,6.1,550,311,0,311,11,1,0,0,7,0,0,0,0,8,2,0,0,0,13,0,25,113,9,11,0,0,2,10,0,0,0,89,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8
כרמיאל,1139,6.2,550,349,4,345,14,0,1,1,13,0,0,0,0,13,0,0,0,0,15,0,28,121,11,6,1,0,1,7,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
כרמיאל,1139,6.3,550,330,2,328,15,3,1,3,6,0,0,0,0,4,0,0,0,0,8,0,35,101,7,5,0,0,0,3,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
כרמיאל,1139,6.4,547,337,4,333,17,8,2,2,12,0,0,0,0,0,0,0,0,0,19,0,32,87,13,3,0,0,0,3,0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5
כרמיאל,1139,7,749,368,5,363,13,13,2,1,18,0,0,0,1,9,0,0,0,0,15,0,82,109,5,8,0,0,0,3,1,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
כרמיאל,1139,8,597,263,8,255,6,7,1,2,5,0,0,0,0,2,0,0,1,0,14,0,71,83,3,7,0,0,0,1,2,0,0,40,0,0,0,0,0,1,0,0,1,1,0,0,0,0,7
כרמיאל,1139,10,564,350,3,347,4,21,0,1,11,0,0,0,1,2,0,0,0,0,14,0,95,115,3,1,1,0,1,4,0,0,0,66,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4
כרמיאל,1139,11,615,324,3,321,3,12,3,0,9,2,0,0,1,10,0,1,0,0,15,0,88,85,4,14,0,0,0,3,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
כרמיאל,1139,12,365,180,2,178,3,15,0,0,5,0,0,0,0,0,0,0,0,0,5,0,38,58,0,3,0,0,0,5,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
כרמיאל,1139,14,635,477,0,477,15,5,0,2,11,0,0,0,1,4,0,0,0,0,36,0,16,193,6,11,1,0,0,19,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
כרמיאל,1139,15,634,340,5,335,7,29,0,0,15,0,0,0,1,6,0,0,0,1,19,0,72,88,4,10,0,0,0,6,3,0,0,60,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12
כרמיאל,1139,16,537,279,1,278,7,0,3,1,6,0,0,0,0,7,0,0,0,1,20,0,54,105,6,6,0,0,0,0,2,0,0,54,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3
כרמיאל,1139,18,600,320,3,317,6,22,0,0,3,0,1,0,0,0,0,0,0,0,13,0,86,110,7,0,0,0,0,5,1,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
כרמיאל,1139,19,647,321,2,319,9,31,0,0,8,0,0,0,0,9,1,0,0,0,13,0,96,85,4,6,0,0,0,3,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
כרמיאל,1139,20,627,349,4,345,15,19,2,3,8,0,0,0,0,4,1,0,0,0,16,0,60,89,5,5,1,0,0,3,0,0,0,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
כרמיאל,1139,21,678,374,4,370,14,6,0,2,10,0,0,0,1,0,0,0,0,0,25,0,76,112,5,10,0,0,0,3,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
כרמיאל,1139,22,563,226,9,217,6,21,0,0,2,0,0,0,0,5,0,0,0,0,8,0,52,70,1,1,0,0,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
כרמיאל,1139,23,684,315,3,312,5,31,5,4,8,0,0,0,0,1,1,0,0,0,15,0,61,103,4,5,0,0,0,3,0,0,0,55,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8
כרמיאל,1139,24,647,204,1,203,9,5,1,2,1,0,0,0,0,0,0,0,0,0,6,0,90,65,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
כרמיאל,1139,25,654,282,6,276,6,2,0,0,9,0,0,0,0,6,0,0,0,0,9,0,68,79,4,6,0,0,0,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כרמיאל,1139,26,570,325,6,319,10,32,0,3,17,0,0,0,0,11,0,0,0,0,15,0,59,95,2,3,0,0,0,1,1,0,0,61,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7
כרמיאל,1139,27,571,329,4,325,6,35,1,0,13,0,0,0,0,4,0,0,0,0,10,0,78,98,2,4,0,0,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,2,0,1,1,0,15
כרמיאל,1139,28,615,395,3,392,10,26,1,0,15,0,0,0,0,13,0,0,0,0,5,0,48,149,4,12,0,0,0,4,0,0,0,96,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6
כרמיאל,1139,29,565,384,1,383,12,10,0,2,15,0,0,0,0,6,0,0,0,0,12,0,17,129,7,8,0,0,0,9,3,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
כרמיאל,1139,30,558,349,8,341,4,8,0,0,16,0,0,0,0,0,0,0,0,0,24,0,78,129,4,5,0,0,1,5,0,0,0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
כרמיאל,1139,31,564,294,5,289,7,58,0,0,9,0,0,0,0,3,0,0,0,0,10,0,56,68,3,1,0,0,0,1,0,0,0,48,0,1,0,0,0,0,0,0,0,2,0,0,0,0,22
כרמיאל,1139,32,545,321,3,318,6,3,3,1,6,0,0,0,0,20,0,0,1,0,4,0,80,109,1,9,2,0,0,4,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
כרמיאל,1139,33,449,216,4,212,3,1,0,0,4,0,0,0,0,9,0,0,0,0,5,0,73,59,4,0,0,0,0,3,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
כרמיאל,1139,34,518,355,0,355,11,14,0,0,15,0,0,0,1,14,0,0,0,0,21,0,23,138,2,14,0,0,0,9,1,0,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
כרמיאל,1139,35,630,468,3,465,32,3,0,1,22,0,0,0,0,5,0,0,0,0,26,0,17,114,12,14,1,0,0,13,2,0,0,186,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15
כרמיאל,1139,36,550,335,5,330,8,3,1,1,19,1,0,0,0,1,0,1,0,0,12,0,41,127,7,10,0,0,0,3,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
כרמיאל,1139,37,483,289,0,289,24,0,4,7,3,0,0,0,0,5,1,0,0,0,7,0,17,78,15,7,0,0,1,9,1,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
כרמיאל,1139,38,528,302,0,302,14,1,0,0,13,0,0,0,0,7,0,0,0,0,17,0,52,88,8,11,0,0,0,11,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
כרמיאל,1139,39,643,409,10,399,14,2,2,2,11,0,0,0,0,8,0,0,1,0,23,0,67,149,11,4,0,0,0,4,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
כרמיאל,1139,40,552,347,7,340,5,8,1,1,18,0,0,0,0,4,0,0,0,0,8,0,94,111,7,5,0,0,1,5,3,0,0,64,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
כרמיאל,1139,41,546,346,3,343,18,3,0,0,10,0,0,0,1,1,0,0,0,0,7,0,38,126,6,4,0,0,0,6,0,0,0,116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
כרמיאל,1139,43,689,512,6,506,16,1,0,0,16,0,0,0,0,6,0,0,0,0,24,0,54,170,3,16,1,0,0,14,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
כרמיאל,1139,44,675,392,2,390,7,1,1,2,21,0,0,0,0,7,0,0,0,0,9,0,99,125,3,5,0,0,0,11,1,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
כרמיאל,1139,45.1,591,373,4,369,13,5,1,4,17,0,0,0,0,6,0,0,0,0,21,0,59,142,3,14,0,0,0,6,1,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כרמיאל,1139,45.2,591,371,0,371,18,3,0,3,16,0,0,0,0,4,0,0,0,0,11,0,58,125,5,2,0,0,2,5,1,0,0,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
כרמיאל,1139,45.3,591,396,6,390,17,3,1,5,13,0,0,0,0,5,3,0,0,0,22,0,66,134,5,6,0,0,0,4,1,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כרמיאל,1139,45.4,589,392,4,388,11,5,2,4,14,0,0,0,0,1,0,0,0,0,18,0,91,112,5,9,0,0,0,6,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
כרמיאל,1139,47,547,336,7,329,17,0,0,1,14,0,0,0,0,5,0,0,0,0,8,0,23,105,6,5,0,0,3,8,2,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
כרמיאל,1139,49,589,389,5,384,11,4,5,9,11,1,0,0,0,0,0,0,0,0,16,0,130,108,13,6,0,0,0,0,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
כרמיאל,1139,50,734,563,2,561,29,3,5,7,8,0,0,0,0,3,0,0,0,0,36,0,20,194,15,17,0,0,0,9,0,0,0,193,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20
כרמיאל,1139,51,686,481,3,478,15,7,2,1,15,0,0,0,0,4,0,0,0,0,25,0,37,145,14,14,0,0,2,19,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
כרמיאל,1139,52,514,355,4,351,6,3,0,3,18,1,0,0,0,2,1,0,0,0,24,0,61,114,6,3,0,0,0,5,1,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
כרמיאל,1139,53,739,504,1,503,12,5,0,4,16,0,0,0,0,7,0,0,0,0,21,0,64,196,5,12,0,0,0,16,1,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
כרמיאל,1139,54,741,522,4,518,11,0,7,9,16,0,0,0,0,5,0,0,0,0,23,0,45,196,4,18,0,0,1,8,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
כרמיאל,1139,55,673,447,7,440,11,7,0,3,11,0,1,0,0,2,1,0,0,0,13,0,207,93,3,2,0,0,0,2,1,0,0,70,0,0,1,0,0,0,0,0,1,1,1,0,0,6,3
כרמיאל,1139,56,730,503,4,499,19,4,0,3,16,0,0,0,0,6,0,0,0,1,41,0,47,186,4,8,0,0,1,19,1,0,0,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
כרמיאל,1139,57,635,463,7,456,15,46,1,4,9,0,0,0,0,7,0,0,0,0,17,0,35,164,6,10,0,0,0,9,2,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
כרמיאל,1139,58,675,484,8,476,18,2,0,0,13,0,0,0,0,2,0,0,0,0,32,0,42,178,3,10,0,0,0,11,1,0,0,152,0,0,0,0,0,2,0,0,0,1,0,0,0,0,9
כרמיאל,1139,59,655,440,2,438,8,5,0,0,17,0,0,0,0,8,0,0,0,0,29,0,53,144,11,9,0,0,0,12,1,0,0,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
כרמיאל,1139,60,652,429,5,424,11,2,0,3,14,0,0,0,1,7,0,0,0,0,29,0,58,158,6,6,0,0,0,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
כרמיאל,1139,62,754,506,1,505,15,23,1,1,13,0,0,0,0,16,0,1,0,0,23,0,85,189,7,9,0,0,0,7,4,0,0,99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10
כרמיאל,1139,63,669,436,4,432,12,4,1,4,11,0,0,0,0,4,0,0,0,0,19,0,70,161,9,8,0,0,0,11,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
כרמיאל,1139,64,554,363,2,361,14,0,1,4,19,0,0,0,0,8,0,0,0,0,21,0,35,102,8,8,0,0,2,4,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כרמיאל,1139,65,649,513,4,509,22,12,0,0,13,0,0,0,0,10,0,0,0,0,26,0,20,171,11,15,0,0,0,14,0,0,0,182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
כרמיאל,1139,66,415,264,4,260,19,9,2,2,14,0,0,0,0,6,0,0,0,0,20,0,19,63,6,5,0,0,0,10,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
כרמיאל,1139,67,666,418,3,415,14,14,16,17,10,0,0,0,0,8,0,0,0,0,19,0,55,122,5,14,0,0,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
