סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
14,8193,תל אביב  יפו,5000,963.1,146,0,510,271,2,269,20,18,7,3,0,0,11,0,2,0,0,0,0,0,0,20,6,92,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,34,19,
14,8194,תל אביב  יפו,5000,963.2,146,0,510,302,2,300,17,17,6,1,0,0,11,0,3,0,0,0,0,0,0,15,10,120,11,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,45,14,
14,8195,תל אביב  יפו,5000,990.1,195,0,561,192,1,191,39,5,1,5,0,0,3,0,3,0,0,0,0,0,0,16,12,43,21,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,
14,8196,תל אביב  יפו,5000,990.2,195,0,561,168,1,167,23,5,2,4,0,0,1,0,4,0,0,0,0,0,0,19,9,29,22,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,
14,8197,תל אביב  יפו,5000,990.3,195,0,561,181,0,181,41,4,2,2,0,0,5,0,2,0,0,0,0,0,0,17,3,28,18,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,
14,8198,תל אביב  יפו,5000,990.4,195,0,561,192,0,192,31,2,3,5,0,0,0,0,3,0,0,0,0,0,0,7,8,50,30,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,
14,8199,תל אביב  יפו,5000,990.5,195,0,561,170,0,170,28,4,0,3,0,0,3,0,0,0,0,0,0,0,0,5,12,37,37,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
14,8200,תל אביב  יפו,5000,990.6,195,0,560,176,0,176,30,5,1,4,0,0,3,0,3,0,0,0,0,0,0,11,7,28,37,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,
14,8201,תל אביב  יפו,5000,259.1,2,0,644,259,1,258,41,12,0,2,0,0,5,0,5,0,0,0,0,0,0,31,12,46,47,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,
14,8202,תל אביב  יפו,5000,259.2,2,0,644,255,4,251,49,7,2,3,0,1,4,0,4,0,0,0,0,0,1,26,8,46,52,0,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,0,0,2,11,
14,8203,תל אביב  יפו,5000,259.3,2,0,644,244,0,244,53,11,1,4,0,0,3,0,4,0,0,0,0,0,0,26,11,36,35,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,
14,8204,תל אביב  יפו,5000,259.4,2,0,644,255,1,254,50,6,1,2,0,0,2,0,3,0,0,0,0,0,0,22,18,35,46,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,
14,8205,תל אביב  יפו,5000,260.1,271,0,647,324,1,323,58,9,2,3,0,0,2,0,6,0,0,0,0,0,0,24,11,48,65,0,0,0,0,69,0,0,0,0,1,0,0,0,0,3,0,0,0,4,18,
14,8206,תל אביב  יפו,5000,260.2,271,0,647,314,1,313,44,11,0,0,0,0,5,0,7,0,0,0,0,0,0,34,9,43,63,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,
14,8207,תל אביב  יפו,5000,260.3,271,0,647,310,0,310,32,12,3,4,0,0,4,0,6,0,0,0,0,0,0,41,12,65,45,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0,0,13,17,
14,8208,תל אביב  יפו,5000,260.4,271,0,644,349,0,349,57,14,2,7,0,0,2,0,6,0,0,0,0,0,0,34,4,61,76,0,0,0,0,65,0,0,0,0,0,0,0,0,0,2,0,0,0,8,11,
14,8209,תל אביב  יפו,5000,263,256,0,595,487,2,485,75,30,2,0,0,0,4,0,3,0,0,0,0,0,0,77,13,58,73,0,0,0,0,133,0,0,0,0,0,0,0,0,0,2,0,0,0,3,12,
14,8210,תל אביב  יפו,5000,267,113,0,518,242,5,237,29,2,0,68,0,0,0,0,0,0,0,0,0,0,1,7,4,10,46,0,0,0,37,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
14,8211,תל אביב  יפו,5000,268,256,0,611,513,1,512,66,21,0,2,0,0,5,0,1,0,0,0,0,0,0,69,29,67,60,0,0,0,0,158,0,0,0,0,0,0,0,0,0,2,0,0,0,1,31,
14,8212,תל אביב  יפו,5000,278,256,0,479,381,2,379,42,16,0,0,0,0,3,0,1,0,0,1,0,0,0,77,23,37,74,0,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,
14,8213,תל אביב  יפו,5000,307,256,0,581,477,3,474,59,13,0,3,0,0,3,0,1,0,0,0,0,0,0,63,11,48,76,0,0,0,0,160,0,0,0,0,0,0,0,0,0,4,0,0,0,3,30,
14,8214,תל אביב  יפו,5000,434.1,275,0,624,374,1,373,61,10,1,6,0,0,3,0,3,0,0,0,0,1,1,36,14,56,81,0,0,0,0,87,0,0,0,0,0,0,0,0,0,2,0,0,0,4,7,
14,8215,תל אביב  יפו,5000,434.2,275,0,624,352,0,352,82,7,1,7,0,0,3,0,1,0,0,0,0,0,0,44,9,33,71,0,0,0,0,80,1,0,0,0,0,0,0,0,0,2,0,0,0,1,10,
14,8216,תל אביב  יפו,5000,434.3,275,0,624,373,0,373,80,11,0,0,0,0,5,0,2,0,0,0,0,0,0,37,12,40,78,0,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,
14,8217,תל אביב  יפו,5000,435.1,272,0,635,393,1,392,98,12,2,8,0,0,3,0,9,0,0,0,0,0,0,41,7,38,87,0,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,2,10,
14,8218,תל אביב  יפו,5000,435.2,272,0,635,390,0,390,87,8,2,9,0,0,7,0,6,0,0,0,0,0,0,31,13,43,86,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,
14,8219,תל אביב  יפו,5000,435.3,272,0,635,389,0,389,86,6,2,9,0,0,4,0,2,0,0,0,0,0,0,39,7,26,96,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,
14,8220,תל אביב  יפו,5000,473.1,94,0,617,366,3,363,68,9,5,10,0,0,3,0,3,0,0,0,0,0,0,41,18,40,71,0,0,0,0,74,1,0,0,0,0,0,0,0,0,1,0,0,0,4,15,
14,8221,תל אביב  יפו,5000,473.2,94,0,617,356,0,356,71,15,4,4,0,0,6,0,1,0,0,0,0,0,0,42,9,26,78,0,0,0,0,81,0,0,0,0,0,0,0,0,0,2,0,0,0,5,12,
14,8222,תל אביב  יפו,5000,473.3,94,0,617,362,0,362,83,16,9,3,0,0,2,0,1,0,0,0,0,0,0,37,8,31,75,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,
14,8223,תל אביב  יפו,5000,473.4,94,0,616,360,1,359,83,10,8,5,0,0,7,0,1,0,0,0,0,0,0,37,8,34,89,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,
14,8224,תל אביב  יפו,5000,481.1,24,0,604,286,0,286,39,13,3,5,0,0,7,0,5,0,0,0,0,0,0,30,7,58,47,0,0,0,0,41,0,1,0,0,0,0,0,0,1,4,0,0,0,5,20,
14,8225,תל אביב  יפו,5000,481.2,24,0,604,298,0,298,54,10,1,3,0,0,2,0,7,0,0,0,0,0,0,37,5,42,50,0,0,0,0,70,0,0,0,0,0,0,0,0,0,2,0,0,0,3,12,
14,8226,תל אביב  יפו,5000,481.3,24,0,604,308,1,307,56,14,2,6,0,0,10,0,5,0,0,0,0,0,0,31,9,62,44,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,
14,8227,תל אביב  יפו,5000,481.4,24,0,604,276,2,274,58,7,10,1,0,0,4,0,4,0,0,0,0,0,0,20,8,68,34,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,
14,8228,תל אביב  יפו,5000,481.5,24,0,604,252,2,250,58,9,2,5,0,0,8,0,3,0,0,0,0,0,0,28,7,39,44,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,
14,8229,תל אביב  יפו,5000,481.6,24,0,603,266,2,264,52,10,1,2,1,0,4,0,3,0,0,0,0,0,0,19,5,45,43,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,2,14,
14,8230,תל אביב  יפו,5000,488.1,190,0,449,233,0,233,51,8,2,2,0,0,6,0,5,0,0,0,0,0,0,23,6,45,32,0,0,0,1,35,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12,
14,8231,תל אביב  יפו,5000,488.2,190,0,449,230,0,230,45,13,0,0,0,0,7,0,1,0,0,0,0,0,0,23,6,46,35,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,11,8,
14,8232,תל אביב  יפו,5000,488.3,190,0,448,229,1,228,43,4,0,0,0,0,4,0,2,0,0,0,0,0,0,24,16,33,41,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,
14,8233,תל אביב  יפו,5000,499.1,90,0,541,343,3,340,87,10,2,10,0,0,3,0,2,0,0,0,0,0,0,31,4,30,81,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,
14,8234,תל אביב  יפו,5000,499.2,90,1,541,322,2,320,86,12,5,5,0,0,7,0,1,0,0,0,0,0,0,27,10,22,82,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
14,8235,תל אביב  יפו,5000,499.3,90,1,541,309,0,309,82,13,3,3,0,0,5,0,2,0,0,0,0,0,0,29,9,23,83,0,0,0,0,45,0,0,0,0,0,0,0,0,0,2,0,0,0,4,6,
14,8236,תל אביב  יפו,5000,499.4,90,0,541,318,1,317,83,9,5,5,0,0,3,0,5,0,0,0,0,0,0,29,13,29,67,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,
14,8237,תל אביב  יפו,5000,499.5,90,0,540,325,1,324,77,4,7,9,0,0,0,0,1,0,0,0,0,0,0,37,12,21,80,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,
14,8238,תל אביב  יפו,5000,508.1,60,0,565,326,0,326,69,10,4,3,0,0,3,0,4,0,0,0,0,0,0,37,8,25,67,0,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,4,16,
14,8239,תל אביב  יפו,5000,508.2,60,0,565,339,0,339,83,6,8,7,0,0,6,0,5,0,0,0,0,0,0,37,11,23,62,0,0,0,0,79,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,
14,8240,תל אביב  יפו,5000,508.3,60,1,565,345,0,345,97,6,2,9,0,0,2,0,2,0,0,0,0,0,0,40,9,17,67,0,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,
14,8241,תל אביב  יפו,5000,508.4,60,0,565,366,1,365,86,8,6,11,0,0,3,0,4,0,0,0,0,0,0,44,10,33,64,0,0,0,1,74,0,0,0,0,0,0,0,0,0,3,1,0,0,1,16,
14,8242,תל אביב  יפו,5000,508.5,60,0,565,322,0,322,63,5,0,7,0,0,2,0,10,0,0,0,0,0,0,30,11,21,67,0,0,0,0,94,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,
14,8243,תל אביב  יפו,5000,508.6,60,0,565,327,1,326,71,2,3,5,0,0,2,0,1,0,0,0,0,0,0,40,17,25,57,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,
14,8244,תל אביב  יפו,5000,508.7,60,0,560,351,0,351,70,5,8,10,0,0,4,0,4,0,0,0,0,0,0,34,10,23,94,0,1,0,0,72,1,0,0,0,0,0,0,0,0,1,0,0,0,3,11,
14,8245,תל אביב  יפו,5000,510.1,276,0,506,227,0,227,45,7,0,7,0,0,1,0,3,0,0,0,0,0,0,33,12,30,37,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,
14,8246,תל אביב  יפו,5000,510.2,276,0,506,245,0,245,54,9,2,6,0,0,6,0,2,0,0,0,0,0,0,19,14,30,32,0,0,0,1,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,
14,8247,תל אביב  יפו,5000,510.3,276,0,506,230,1,229,42,11,0,3,0,0,2,0,5,0,0,0,0,0,0,26,8,36,29,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,
14,8248,תל אביב  יפו,5000,510.4,276,0,504,229,0,229,58,3,0,2,0,0,2,0,6,0,0,0,0,0,0,28,9,23,40,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,
14,8249,תל אביב  יפו,5000,535.1,191,0,608,311,1,310,45,14,2,5,0,0,4,0,2,0,0,0,0,0,0,21,7,65,53,0,0,0,0,62,0,0,0,1,1,0,0,0,0,3,0,0,0,12,13,
14,8250,תל אביב  יפו,5000,535.2,191,0,608,315,4,311,50,4,3,2,0,0,9,0,0,0,0,0,0,0,0,30,8,48,63,0,0,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,
14,8251,תל אביב  יפו,5000,535.3,191,0,608,304,0,304,48,11,3,1,0,0,4,0,2,0,0,0,0,0,0,27,10,54,60,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1,1,0,0,10,9,
14,8252,תל אביב  יפו,5000,535.4,191,0,608,284,0,284,53,7,1,2,0,0,3,0,1,0,0,0,0,0,0,28,6,44,65,0,0,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,
14,8253,תל אביב  יפו,5000,568.1,93,0,535,286,2,284,52,13,0,1,0,0,5,0,5,0,0,0,0,0,0,27,6,54,46,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,
14,8254,תל אביב  יפו,5000,568.2,93,0,535,277,1,276,55,6,0,7,0,0,6,1,2,0,0,0,0,0,0,34,10,36,47,0,0,0,0,59,0,0,0,0,0,0,0,0,0,2,0,0,0,5,6,
14,8255,תל אביב  יפו,5000,568.3,93,0,535,274,1,273,54,11,0,1,0,0,2,0,4,0,0,0,0,0,0,22,3,69,37,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,11,9,
14,8256,תל אביב  יפו,5000,568.4,93,0,535,270,1,269,58,8,2,2,0,0,6,0,3,0,0,0,0,0,0,19,5,45,50,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,1,0,6,7,
14,8257,תל אביב  יפו,5000,568.5,93,0,534,334,0,334,78,10,2,5,0,0,7,0,3,0,0,0,0,0,0,37,9,37,63,0,0,0,0,59,0,0,0,0,0,0,0,0,0,7,0,0,0,11,6,
14,8258,תל אביב  יפו,5000,569.1,69,1,644,357,0,357,85,11,5,5,0,0,5,0,10,0,0,0,0,0,0,25,8,42,89,0,0,0,0,54,1,0,0,0,0,0,0,0,0,3,0,0,0,3,11,
14,8259,תל אביב  יפו,5000,569.2,69,0,644,323,2,321,79,6,0,12,0,0,2,1,2,0,0,0,0,0,0,27,14,28,66,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,
14,8260,תל אביב  יפו,5000,569.3,69,0,644,327,2,325,78,5,2,7,0,0,7,0,5,0,0,0,0,0,0,24,13,37,70,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0,8,11,
14,8261,תל אביב  יפו,5000,569.4,69,0,644,348,0,348,83,14,1,6,1,0,1,0,1,0,0,0,0,0,0,23,11,32,77,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,
14,8262,תל אביב  יפו,5000,569.5,69,0,644,351,2,349,96,4,3,6,0,0,1,0,6,0,0,0,0,1,0,32,14,23,75,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,6,13,
14,8263,תל אביב  יפו,5000,571,277,0,643,367,1,366,90,9,1,9,0,0,1,0,5,0,0,0,0,0,0,33,12,33,77,0,0,0,0,73,0,0,0,0,0,0,0,0,0,2,0,0,0,5,16,
14,8264,תל אביב  יפו,5000,573.1,235,1,636,358,1,357,97,16,0,6,0,0,7,0,4,0,0,0,0,0,0,26,15,43,60,0,0,0,2,66,0,0,0,0,1,0,1,0,0,1,0,0,0,2,10,
14,8265,תל אביב  יפו,5000,573.2,235,0,636,361,2,359,103,7,1,1,0,0,1,0,5,0,0,0,0,0,1,32,14,37,61,0,0,0,0,74,0,0,0,0,0,0,0,0,0,4,0,0,0,3,15,
14,8266,תל אביב  יפו,5000,573.3,235,0,636,341,0,341,83,9,1,11,0,0,2,0,2,0,0,0,0,0,0,34,8,45,55,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,
14,8267,תל אביב  יפו,5000,573.4,235,0,636,367,1,366,100,6,1,6,0,0,4,0,4,0,0,0,0,0,0,39,10,47,48,0,1,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,0,3,11,
14,8268,תל אביב  יפו,5000,573.5,235,0,636,342,1,341,87,6,1,5,0,0,4,0,4,0,0,0,0,0,0,31,9,34,83,0,0,0,0,59,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,
14,8269,תל אביב  יפו,5000,573.6,235,0,635,397,1,396,92,12,3,10,0,0,3,0,3,0,0,0,0,1,0,40,11,33,76,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
14,8270,תל אביב  יפו,5000,574,274,0,550,285,0,285,79,2,0,2,0,0,4,0,4,0,0,0,0,0,0,24,10,33,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,2,0,0,0,6,13,
14,8271,תל אביב  יפו,5000,575,277,0,599,394,1,393,93,15,0,7,0,0,3,0,2,0,0,0,0,0,0,42,16,38,63,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,
14,8272,תל אביב  יפו,5000,576,247,0,642,350,1,349,104,7,0,6,0,0,4,0,4,0,0,0,0,0,0,21,11,57,61,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,
14,8273,תל אביב  יפו,5000,578,274,0,524,292,1,291,81,12,1,9,0,0,2,0,3,0,0,0,0,0,0,32,14,26,55,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,
14,8274,תל אביב  יפו,5000,581,274,0,614,344,0,344,91,2,0,13,0,0,4,0,4,0,0,0,0,0,0,29,4,31,91,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,
14,8275,תל אביב  יפו,5000,593,247,0,570,323,0,323,87,14,0,6,0,0,2,0,3,0,0,0,0,0,0,32,10,27,58,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,
14,8276,תל אביב  יפו,5000,613.1,20,0,547,336,1,335,84,12,18,16,0,0,4,0,3,0,0,0,0,0,0,20,9,17,93,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,
14,8277,תל אביב  יפו,5000,613.2,20,0,547,370,0,370,111,7,9,8,0,0,3,0,1,0,0,0,0,0,0,27,9,21,102,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,
14,8278,תל אביב  יפו,5000,613.3,20,0,547,369,0,369,100,4,22,11,0,0,3,0,2,0,0,0,0,0,0,41,16,17,79,0,0,0,1,58,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,
14,8279,תל אביב  יפו,5000,613.4,20,0,547,363,1,362,101,5,11,11,0,0,3,0,5,0,0,0,0,0,0,34,5,21,84,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,4,11,
14,8280,תל אביב  יפו,5000,613.5,20,0,545,367,0,367,90,4,26,16,0,0,4,0,0,0,0,0,0,0,0,25,9,17,96,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,
14,8281,תל אביב  יפו,5000,616,256,0,540,330,0,330,93,8,7,3,0,0,1,0,4,0,0,0,0,0,0,29,10,15,81,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,
14,8282,תל אביב  יפו,5000,824,152,0,490,275,0,275,54,14,0,3,0,1,3,0,5,0,0,0,0,0,0,30,7,31,53,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,
14,8283,תל אביב  יפו,5000,827.1,210,0,544,248,1,247,65,7,0,6,0,0,1,0,3,0,0,0,0,0,1,12,6,38,45,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,
14,8284,תל אביב  יפו,5000,827.2,210,0,544,238,1,237,55,13,0,6,0,0,2,0,7,0,0,0,0,0,0,14,7,35,35,0,0,0,1,51,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,
14,8285,תל אביב  יפו,5000,827.3,210,0,543,258,0,258,67,3,2,9,0,0,4,1,4,0,0,0,0,0,0,13,4,32,50,0,0,0,1,60,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,
14,8286,תל אביב  יפו,5000,828.1,194,0,544,287,3,284,65,8,0,25,0,0,2,0,10,0,0,0,0,0,0,24,6,34,52,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,
14,8287,תל אביב  יפו,5000,828.2,194,0,544,274,0,274,58,11,0,7,0,0,5,0,0,0,0,0,0,0,0,32,14,20,67,0,0,1,4,47,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,
14,8288,תל אביב  יפו,5000,828.3,194,0,544,255,1,254,51,6,0,5,0,0,4,0,6,0,0,0,0,0,0,24,10,37,60,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
14,8289,תל אביב  יפו,5000,828.4,194,0,544,285,4,281,70,6,0,10,0,0,4,0,3,0,1,0,0,0,0,25,9,24,67,0,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,
14,8290,תל אביב  יפו,5000,836.1,257,0,647,285,1,284,36,2,0,85,0,0,4,0,3,0,0,0,1,0,0,9,4,30,36,0,0,0,47,16,0,0,0,0,0,0,0,0,0,3,0,1,0,4,3,
14,8291,תל אביב  יפו,5000,836.2,257,0,647,312,3,309,69,6,0,59,0,0,6,0,6,0,0,0,0,0,0,8,6,34,57,0,0,0,13,32,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,
14,8292,תל אביב  יפו,5000,836.3,257,0,647,311,5,306,44,5,0,86,0,0,4,0,1,0,0,0,0,0,0,8,4,34,51,0,0,0,32,26,0,0,0,0,1,0,0,0,0,2,0,0,0,3,5,
14,8293,תל אביב  יפו,5000,836.4,257,0,647,263,1,262,57,5,0,52,0,0,0,0,6,0,0,0,0,1,1,14,3,24,41,0,0,0,21,29,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,
14,8294,תל אביב  יפו,5000,836.5,257,0,647,277,1,276,35,3,0,95,1,0,2,0,0,0,0,0,0,0,1,8,3,22,44,0,0,0,26,25,0,0,0,0,0,0,0,0,0,2,0,0,0,4,5,
14,8295,תל אביב  יפו,5000,836.6,257,0,644,302,0,302,68,6,1,46,0,0,1,1,0,0,0,0,0,0,0,11,10,28,76,0,0,0,9,32,0,0,0,0,0,0,0,0,0,3,1,0,0,4,5,
14,8296,תל אביב  יפו,5000,839,250,0,642,397,5,392,3,14,5,0,0,0,17,0,1,0,0,0,0,0,1,6,14,156,4,0,0,0,2,18,0,0,0,0,0,0,0,0,0,3,0,0,0,127,21,
14,8297,תל אביב  יפו,5000,841.1,204,0,585,317,1,316,7,14,2,2,0,0,9,0,2,0,0,0,0,0,0,9,11,123,11,0,0,0,0,19,0,0,0,0,2,0,0,0,0,1,0,0,0,87,17,
14,8298,תל אביב  יפו,5000,841.2,204,0,585,339,3,336,14,19,1,0,0,0,13,0,1,0,0,0,0,0,0,3,18,108,12,1,0,0,1,22,0,0,0,0,0,0,0,0,1,4,1,0,0,94,23,
14,8299,תל אביב  יפו,5000,841.3,204,0,585,298,2,296,6,10,2,0,0,0,16,0,0,0,0,0,0,0,0,7,8,115,3,1,0,0,1,17,0,0,0,0,0,0,0,0,0,4,0,0,0,95,11,
14,8300,תל אביב  יפו,5000,841.4,204,0,584,286,0,286,9,7,1,0,0,0,12,0,2,0,0,0,0,0,0,12,14,100,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,79,18,
14,8301,תל אביב  יפו,5000,843,23,0,620,322,3,319,14,12,1,2,0,0,10,0,4,0,1,0,0,0,0,10,8,144,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,1,0,77,7,
14,8302,תל אביב  יפו,5000,844.1,75,0,575,352,1,351,13,22,4,0,0,0,12,0,3,0,0,0,0,0,0,5,6,150,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,99,13,
14,8303,תל אביב  יפו,5000,844.2,75,0,575,351,1,350,5,20,2,0,0,0,17,0,3,0,0,0,0,0,0,6,9,156,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,93,15,
14,8304,תל אביב  יפו,5000,844.3,75,0,575,369,4,365,8,17,2,0,0,0,10,0,5,0,0,0,0,0,0,17,7,136,4,0,0,0,1,33,0,0,0,0,0,0,0,0,0,3,0,0,0,102,20,
14,8305,תל אביב  יפו,5000,854.1,47,0,495,207,1,206,34,8,1,23,0,0,3,0,2,0,0,0,0,0,0,11,6,66,10,0,0,0,12,20,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,
14,8306,תל אביב  יפו,5000,854.2,47,0,495,213,5,208,23,6,0,29,0,0,4,0,1,0,0,0,0,0,0,10,7,54,16,0,0,0,14,25,0,0,0,0,0,0,1,0,0,0,0,0,0,8,10,
14,8307,תל אביב  יפו,5000,854.3,47,0,495,223,2,221,38,4,0,14,0,0,3,0,1,0,0,0,0,0,0,11,10,53,20,0,0,0,11,27,0,0,0,0,1,0,0,0,0,4,0,0,0,16,8,
14,8308,תל אביב  יפו,5000,854.4,47,0,495,215,1,214,37,9,0,23,0,0,9,0,0,0,0,0,0,0,0,9,11,58,23,0,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,
14,8309,תל אביב  יפו,5000,856,201,0,452,237,7,230,8,10,1,2,0,0,7,0,1,0,0,0,0,0,1,18,18,81,8,0,0,0,1,26,0,0,2,0,0,0,0,1,0,2,0,0,0,28,15,
14,8310,תל אביב  יפו,5000,858,23,1,451,243,2,241,10,5,2,0,0,0,5,1,3,0,0,0,0,0,0,7,7,119,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,46,16,
14,8311,תל אביב  יפו,5000,859,201,0,627,287,2,285,10,8,1,13,0,0,12,0,0,0,0,0,0,0,0,22,27,100,7,0,0,0,7,18,0,0,0,0,0,0,0,0,0,2,0,1,0,40,17,
14,8312,תל אביב  יפו,5000,861.1,203,0,490,223,2,221,15,7,0,19,0,0,8,0,0,0,0,0,0,0,0,8,7,73,12,0,0,0,6,34,0,0,0,0,0,0,0,0,0,2,0,0,0,22,8,
14,8313,תל אביב  יפו,5000,861.2,203,0,490,216,1,215,24,8,1,9,0,0,6,0,2,0,0,0,0,0,0,12,8,65,15,0,0,0,1,19,0,0,0,0,0,0,0,0,0,2,0,0,0,31,12,
14,8314,תל אביב  יפו,5000,861.3,203,0,490,203,1,202,15,10,2,12,0,0,6,0,0,0,0,0,0,0,0,9,5,73,13,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,
