סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס,
1,172,ירושלים,3000,228.3,85,0,623,371,0,371,97,1,10,2,0,0,29,0,0,0,0,0,0,1,0,8,72,0,1,0,1,0,147,0,0,0,0,0,0,2,
1,173,ירושלים,3000,228.4,85,0,622,359,0,359,83,7,16,0,0,0,22,0,0,0,0,0,0,1,0,6,62,0,0,0,1,0,159,0,0,0,0,0,0,2,
1,174,ירושלים,3000,405,89,0,644,383,0,383,42,5,5,1,0,0,48,0,0,0,0,0,1,0,0,5,135,0,0,0,1,0,122,1,0,0,0,0,0,17,
1,175,ירושלים,3000,447,71,0,520,385,5,380,2,152,0,2,0,0,4,0,0,0,0,0,0,0,0,20,82,1,0,0,1,0,9,0,0,0,0,0,0,107,
1,176,ירושלים,3000,500,173,0,645,413,2,411,1,210,0,0,0,0,77,0,0,0,0,0,0,0,0,0,49,0,0,0,10,0,12,0,0,0,0,0,0,52,
1,177,ירושלים,3000,501.1,302,0,590,142,4,138,4,25,47,0,0,0,16,0,0,0,0,0,1,0,0,6,16,0,0,0,0,0,18,0,0,0,0,0,0,5,
1,178,ירושלים,3000,501.2,302,0,590,187,4,183,7,39,55,0,0,0,27,0,0,0,0,0,0,0,0,7,22,0,0,0,3,0,22,0,0,0,0,0,1,0,
1,179,ירושלים,3000,501.3,302,0,590,139,5,134,9,10,70,0,1,0,8,0,0,1,1,0,1,1,0,3,13,0,0,0,1,0,13,0,0,2,0,0,0,0,
1,180,ירושלים,3000,501.4,302,0,587,179,3,176,9,20,53,0,0,0,33,0,0,0,0,0,0,0,1,3,25,0,2,0,1,0,23,0,0,0,0,3,2,1,
1,181,ירושלים,3000,506,173,0,465,252,1,251,5,127,4,0,0,0,43,0,0,0,0,0,0,0,0,1,31,1,0,0,5,0,8,0,0,0,0,0,0,26,
1,182,ירושלים,3000,507,173,0,593,335,1,334,0,140,1,0,0,0,86,0,0,0,0,0,0,0,0,1,57,0,0,0,7,0,10,0,0,0,0,0,0,32,
1,183,ירושלים,3000,578,121,0,647,480,5,475,1,298,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,0,0,0,4,0,4,0,0,0,0,0,0,138,
1,184,ירושלים,3000,579,122,0,677,508,4,504,4,148,1,1,0,0,19,0,0,0,0,0,1,0,0,7,122,1,0,0,5,0,22,0,0,0,0,0,0,173,
1,185,ירושלים,3000,658,121,0,516,415,11,404,0,266,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,4,0,0,0,0,0,0,107,
1,186,ירושלים,3000,705,121,0,765,549,4,545,1,195,0,0,0,0,59,0,0,0,0,0,0,0,0,3,89,0,0,0,10,0,7,0,0,0,0,0,5,176,
1,187,ירושלים,3000,707,121,0,688,524,12,512,1,324,0,0,0,0,2,0,1,0,0,0,0,0,0,1,37,0,0,0,2,0,4,0,0,0,0,0,0,140,
1,188,ירושלים,3000,710,122,0,673,459,5,454,2,185,0,0,0,0,12,0,0,0,0,0,0,0,0,2,83,0,0,0,4,0,8,0,0,0,0,0,0,158,
1,189,ירושלים,3000,718,71,0,737,533,2,531,7,107,0,1,0,0,36,0,0,0,0,0,0,0,0,1,166,0,0,0,2,0,49,0,0,0,0,0,0,162,
1,190,ירושלים,3000,773,122,0,572,440,1,439,6,203,0,1,0,0,9,0,0,0,0,0,0,0,0,3,67,0,0,0,5,0,18,0,0,0,0,0,0,127,
1,191,ירושלים,3000,774,122,0,687,580,5,575,6,177,0,0,0,0,51,0,0,0,0,0,0,0,0,0,92,0,0,0,5,0,19,0,0,0,0,0,0,225,
1,192,ירושלים,3000,776,121,0,674,495,0,495,5,92,0,0,0,0,128,0,0,0,0,0,0,0,0,0,126,0,0,0,3,0,11,0,0,0,0,0,1,129,
1,193,ירושלים,3000,777,71,0,524,403,5,398,2,237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,4,0,0,0,0,0,0,134,
1,194,ירושלים,3000,795,71,0,575,435,1,434,2,116,0,0,0,0,30,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,26,1,0,0,0,0,1,143,
1,195,ירושלים,3000,800,320,0,618,511,1,510,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,1,0,0,0,0,0,0,323,
1,196,ירושלים,3000,801,320,0,751,622,7,615,1,410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,187,
1,197,ירושלים,3000,802,390,0,768,574,6,568,2,352,0,0,0,0,14,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,2,0,0,0,0,0,0,172,
1,198,ירושלים,3000,803,391,0,588,401,5,396,1,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,1,0,0,0,0,0,0,43,
1,199,ירושלים,3000,804,326,0,734,604,9,595,2,446,0,0,0,0,5,0,0,0,0,0,0,0,0,1,16,0,0,0,5,0,1,0,0,0,0,0,0,119,
1,200,ירושלים,3000,805,320,0,561,459,4,455,0,299,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,1,143,
1,201,ירושלים,3000,806,371,0,766,629,8,621,0,107,0,0,0,0,72,0,0,0,0,0,0,0,0,0,62,0,0,0,5,0,1,0,0,0,0,0,0,374,
1,202,ירושלים,3000,807,391,0,513,419,7,412,0,283,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,116,
1,203,ירושלים,3000,808,391,0,683,493,3,490,0,341,0,1,0,0,21,0,0,0,0,0,0,0,0,0,43,0,0,0,6,0,1,0,0,0,0,0,0,77,
1,204,ירושלים,3000,809,326,0,742,590,7,583,1,450,0,1,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,3,0,1,0,0,0,0,0,0,112,
1,205,ירושלים,3000,810,326,0,665,556,10,546,1,243,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,0,281,
1,206,ירושלים,3000,811,390,0,764,659,4,655,0,548,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,94,
1,207,ירושלים,3000,812,390,0,699,560,2,558,1,323,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,1,0,0,0,0,0,0,199,
1,208,ירושלים,3000,822,173,0,625,416,3,413,4,128,1,1,0,0,162,0,0,0,0,0,0,0,0,0,75,0,0,0,10,0,9,0,0,0,0,0,0,23,
1,209,ירושלים,3000,974,371,0,666,533,3,530,1,423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,93,
1,210,ירושלים,3000,577,150,0,724,572,11,561,0,392,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,2,0,0,0,0,0,0,151,
1,211,ירושלים,3000,588,127,0,687,469,3,466,1,361,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,1,0,0,0,0,0,92,
1,212,ירושלים,3000,589,123,0,767,580,7,573,4,348,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,0,0,0,3,0,5,0,1,0,0,0,0,160,
1,213,ירושלים,3000,660,276,0,711,531,4,527,3,132,0,0,0,0,26,0,0,0,0,0,0,0,0,2,105,0,0,0,3,0,18,0,0,0,0,0,1,237,
1,214,ירושלים,3000,669,125,1,712,542,2,540,11,109,1,0,0,0,83,0,0,0,0,0,0,0,0,2,160,1,0,0,7,0,62,0,0,0,0,1,0,103,
1,215,ירושלים,3000,672,125,1,678,507,9,498,1,235,0,0,0,0,11,0,0,0,0,0,0,0,0,0,56,0,0,0,8,0,27,0,0,0,0,0,0,160,
1,216,ירושלים,3000,706.1,124,0,546,388,0,388,16,28,0,2,0,0,77,0,0,0,0,0,0,0,0,4,132,0,0,0,5,0,42,0,0,0,0,0,1,81,
1,217,ירושלים,3000,706.2,124,0,546,402,4,398,10,36,0,0,0,0,66,0,0,0,0,0,0,0,0,8,128,1,0,0,0,0,55,0,0,0,0,0,1,93,
1,218,ירושלים,3000,706.3,124,0,546,365,4,361,13,43,3,0,0,0,48,0,0,0,0,0,0,0,0,2,136,0,0,0,2,0,59,0,0,0,0,0,0,55,
1,219,ירושלים,3000,706.4,124,0,545,374,0,374,17,65,0,1,0,0,63,0,0,0,0,0,0,0,0,3,115,1,0,0,2,0,73,1,1,0,0,0,0,32,
1,220,ירושלים,3000,708,276,0,547,402,1,401,4,115,1,0,0,0,17,0,0,0,0,0,0,0,0,3,77,1,0,0,2,0,13,0,0,0,0,0,0,168,
1,221,ירושלים,3000,709.1,396,0,609,465,1,464,15,74,3,1,0,0,39,0,0,0,0,0,0,0,0,4,82,0,0,0,1,0,33,0,0,0,0,0,0,212,
1,222,ירושלים,3000,709.2,396,0,609,467,4,463,8,169,0,0,0,0,65,1,0,0,0,0,0,0,0,9,80,0,0,0,3,0,36,0,0,0,0,0,0,92,
1,223,ירושלים,3000,709.3,396,0,609,475,1,474,8,116,0,0,0,0,35,0,0,0,0,0,0,0,0,5,114,0,0,0,5,0,22,0,0,0,0,0,0,169,
1,224,ירושלים,3000,709.4,396,0,609,437,1,436,11,102,1,1,0,0,41,0,0,0,0,0,0,0,0,11,110,0,0,0,1,0,50,0,0,0,0,0,0,108,
1,225,ירושלים,3000,709.5,396,0,605,471,3,468,15,150,0,0,0,0,42,0,0,0,0,0,0,0,0,7,95,0,0,0,0,0,58,0,0,0,0,0,0,101,
1,226,ירושלים,3000,711,125,0,763,600,9,591,1,265,1,0,0,0,14,0,0,0,0,0,0,0,0,1,52,0,0,0,4,0,8,0,0,0,0,0,0,245,
1,227,ירושלים,3000,719,205,0,738,549,6,543,3,254,2,0,0,0,7,0,0,0,0,0,0,0,0,2,74,0,0,0,3,0,12,3,0,0,0,0,0,183,
1,228,ירושלים,3000,769,125,0,589,474,3,471,2,260,0,0,0,0,10,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0,170,
1,229,ירושלים,3000,771,123,0,722,579,3,576,1,365,0,0,0,0,3,0,0,0,0,0,0,0,0,2,44,0,0,1,1,0,5,0,0,0,0,0,0,154,
1,230,ירושלים,3000,772,127,0,686,534,8,526,0,382,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,132,
1,231,ירושלים,3000,775,127,0,737,554,7,547,1,459,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,72,
1,232,ירושלים,3000,778,125,0,518,435,3,432,4,220,0,1,0,0,25,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,9,0,0,0,0,0,0,135,
1,233,ירושלים,3000,779,387,0,753,599,4,595,0,404,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,163,
1,234,ירושלים,3000,783,127,0,728,508,6,502,1,429,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,1,0,0,0,0,0,0,55,
1,235,ירושלים,3000,784,150,0,696,461,2,459,1,285,0,0,0,0,8,0,0,0,0,0,0,0,0,0,54,0,0,0,5,0,2,0,0,0,0,0,0,104,
1,236,ירושלים,3000,785,150,0,495,386,5,381,0,205,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,1,0,0,0,0,0,0,160,
1,237,ירושלים,3000,786,129,0,640,449,3,446,1,233,0,0,0,0,5,0,0,0,0,0,0,0,0,1,19,0,0,0,6,0,1,1,0,0,0,0,0,179,
1,238,ירושלים,3000,787,129,0,733,549,1,548,7,93,2,0,0,0,57,0,0,0,0,0,0,0,0,4,174,0,0,0,4,0,23,0,0,0,0,1,0,183,
1,239,ירושלים,3000,788,125,0,685,502,0,502,12,57,0,0,0,0,99,0,0,0,0,0,0,0,0,6,156,0,0,0,1,0,48,3,0,0,0,0,0,120,
1,240,ירושלים,3000,789,205,0,593,426,1,425,10,65,0,0,0,0,100,0,0,0,0,0,0,1,0,2,114,0,0,0,2,0,67,1,0,0,0,1,0,62,
1,241,ירושלים,3000,791,150,0,552,438,6,432,0,254,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,1,0,0,7,0,0,0,0,0,0,0,1,158,
1,242,ירושלים,3000,827,127,0,619,518,9,509,0,273,0,0,0,0,7,0,0,0,0,0,0,0,0,0,37,0,0,0,2,0,1,0,0,0,0,0,0,189,
1,243,ירושלים,3000,27,9,0,468,340,2,338,1,292,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,36,
1,244,ירושלים,3000,28,9,0,699,476,1,475,0,247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,0,0,0,0,0,192,
1,245,ירושלים,3000,30.1,74,0,635,462,6,456,0,357,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,1,0,0,0,0,0,1,66,
1,246,ירושלים,3000,30.2,74,0,635,468,0,468,0,356,1,0,0,0,8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,80,
1,247,ירושלים,3000,30.3,74,0,635,445,0,445,0,326,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,2,0,0,0,0,0,0,95,
1,248,ירושלים,3000,30.4,74,0,635,457,0,457,0,337,0,1,0,0,6,0,0,0,0,0,0,0,0,0,15,1,0,0,2,0,1,0,0,0,0,0,0,94,
1,249,ירושלים,3000,30.5,74,0,632,427,0,427,0,353,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,53,
1,250,ירושלים,3000,48,9,0,566,348,2,346,0,277,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,59,
1,251,ירושלים,3000,59,142,0,648,441,6,435,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,2,0,1,0,0,0,0,0,0,93,
1,252,ירושלים,3000,62,142,0,554,170,4,166,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,
1,253,ירושלים,3000,63,142,0,664,436,4,432,0,325,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,96,
1,254,ירושלים,3000,64,142,0,640,422,7,415,0,386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,
1,255,ירושלים,3000,65,386,0,626,379,8,371,0,304,2,0,0,0,23,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,0,20,
1,256,ירושלים,3000,66.1,214,0,692,487,5,482,1,452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,19,
1,257,ירושלים,3000,66.2,214,0,692,495,2,493,0,465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,
1,258,ירושלים,3000,66.3,214,0,692,501,2,499,0,487,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,
1,259,ירושלים,3000,66.4,214,0,692,551,7,544,0,481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,52,
1,260,ירושלים,3000,66.5,214,0,692,506,1,505,0,461,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,27,
1,261,ירושלים,3000,66.6,214,0,692,507,8,499,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,25,
1,262,ירושלים,3000,66.7,214,1,692,484,4,480,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,
1,263,ירושלים,3000,66.8,214,0,690,524,6,518,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,13,
1,264,ירושלים,3000,67,142,0,579,193,1,192,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,41,
1,265,ירושלים,3000,68,126,0,540,424,5,419,0,289,1,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,113,
1,266,ירושלים,3000,209,3,0,678,531,3,528,3,393,0,0,0,0,7,0,1,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,105,
1,267,ירושלים,3000,214,11,0,487,316,0,316,77,4,15,1,0,0,29,0,0,0,0,0,0,0,0,9,52,0,0,0,0,0,129,0,0,0,0,0,0,0,
1,268,ירושלים,3000,221,9,0,618,411,2,409,1,171,0,0,0,0,5,0,0,0,0,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,189,
1,269,ירושלים,3000,222,49,0,671,489,6,483,0,273,0,0,0,0,52,0,0,0,0,0,0,0,0,0,26,0,0,0,4,0,2,0,0,0,0,0,1,125,
1,270,ירושלים,3000,225,15,0,505,278,1,277,1,216,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,4,0,0,0,0,0,0,35,
1,271,ירושלים,3000,232,126,0,573,365,3,362,0,261,0,0,0,0,9,0,0,0,0,0,0,0,0,0,25,0,0,0,2,0,2,0,0,0,0,0,0,63,
1,272,ירושלים,3000,234,49,0,646,495,3,492,0,148,1,0,0,0,131,0,0,0,0,0,0,1,0,0,112,0,0,0,19,0,7,0,0,0,0,0,0,73,
1,273,ירושלים,3000,238,3,0,628,410,4,406,2,358,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,38,
1,274,ירושלים,3000,242,372,0,643,354,2,352,9,200,2,1,0,0,13,0,0,0,0,0,0,0,0,2,57,0,0,0,2,0,7,0,0,0,0,0,0,59,
1,275,ירושלים,3000,244,126,0,551,411,1,410,0,304,0,0,0,0,2,0,0,0,0,0,0,0,0,1,19,0,0,1,1,0,4,0,0,0,0,0,2,76,
1,276,ירושלים,3000,245,15,0,556,372,6,366,0,336,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,24,
1,277,ירושלים,3000,246,372,0,674,468,1,467,0,336,0,0,0,0,5,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,2,0,0,0,0,0,0,87,
1,278,ירושלים,3000,247,126,0,533,397,4,393,3,254,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,3,0,0,0,1,0,0,99,
1,279,ירושלים,3000,248,102,0,753,485,11,474,4,291,0,0,0,0,17,0,0,0,0,0,0,0,0,0,42,0,0,0,7,0,1,0,0,0,0,0,0,112,
1,280,ירושלים,3000,249,102,0,711,534,3,531,0,324,1,0,0,0,45,0,0,0,0,0,0,0,0,0,38,0,0,0,4,0,1,0,0,0,0,0,0,118,
1,281,ירושלים,3000,251,15,0,721,556,5,551,3,424,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,1,0,0,0,0,0,0,96,
1,282,ירושלים,3000,252,49,0,508,398,1,397,2,224,0,0,0,0,32,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,1,0,0,112,
1,283,ירושלים,3000,261,11,0,634,391,0,391,106,2,15,1,0,0,17,0,0,0,0,0,0,0,0,15,59,1,0,0,0,0,175,0,0,0,0,0,0,0,
1,284,ירושלים,3000,275,11,0,513,310,1,309,59,5,2,0,0,0,28,0,0,0,0,0,0,0,0,13,66,0,0,0,1,0,126,0,0,0,0,0,1,8,
1,285,ירושלים,3000,424,102,0,735,572,5,567,0,194,0,0,0,0,47,0,0,0,0,0,0,0,0,0,59,0,0,0,6,0,2,0,0,0,0,0,1,258,
1,286,ירושלים,3000,453,126,0,617,521,1,520,0,485,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,28,
1,287,ירושלים,3000,833,9,0,507,337,0,337,0,231,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,1,0,0,0,0,0,0,83,
1,288,ירושלים,3000,3,18,0,690,412,3,409,0,226,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,166,
1,289,ירושלים,3000,4,59,0,753,413,4,409,0,300,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,1,0,0,87,
1,290,ירושלים,3000,6,18,0,666,316,3,313,0,218,1,0,0,0,4,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,77,
1,291,ירושלים,3000,8,5,0,473,339,2,337,0,104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,0,0,0,1,0,1,0,0,0,0,0,0,202,
1,292,ירושלים,3000,9,59,0,720,386,4,382,1,146,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,1,0,1,0,2,0,0,0,0,0,0,207,
1,293,ירושלים,3000,10,5,0,714,448,0,448,0,244,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,1,0,0,0,0,0,0,177,
1,294,ירושלים,3000,19,5,0,629,482,0,482,1,118,0,0,0,0,3,0,0,0,0,0,0,0,0,1,37,0,0,0,4,0,4,0,0,0,0,0,0,314,
1,295,ירושלים,3000,21,5,0,629,499,3,496,2,113,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,0,8,0,1,0,0,0,0,0,0,320,
1,296,ירושלים,3000,24,5,0,564,417,1,416,1,102,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,1,0,0,0,0,0,0,275,
1,297,ירושלים,3000,25,18,0,754,417,5,412,0,267,0,0,0,0,9,0,0,0,0,0,1,0,0,0,15,0,0,0,2,0,1,0,0,0,0,0,0,117,
1,298,ירושלים,3000,29,18,0,759,394,7,387,0,247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,120,
1,299,ירושלים,3000,34,392,0,560,390,6,384,0,175,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,2,0,0,0,0,0,0,180,
1,300,ירושלים,3000,43,16,0,737,314,8,306,0,192,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,101,
1,301,ירושלים,3000,44,16,0,618,285,3,282,0,211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,63,
1,302,ירושלים,3000,45,16,0,758,373,4,369,0,250,0,0,0,0,2,0,0,0,0,0,0,0,0,1,18,1,0,0,2,0,1,0,0,0,0,0,0,94,
1,303,ירושלים,3000,46,59,0,732,354,3,351,2,249,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,85,
1,304,ירושלים,3000,47,59,0,731,399,4,395,1,269,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,103,
1,305,ירושלים,3000,49,392,0,602,422,2,420,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,4,0,0,0,0,0,0,144,
1,306,ירושלים,3000,51,222,0,571,329,1,328,5,140,2,0,0,0,19,0,0,0,0,0,0,0,0,3,58,0,0,0,12,0,15,0,0,0,0,0,0,74,
1,307,ירושלים,3000,53,392,0,688,467,1,466,1,251,2,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,3,0,5,0,0,0,0,0,0,176,
1,308,ירושלים,3000,54,16,0,556,323,0,323,0,173,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,3,0,0,0,0,0,0,127,
1,309,ירושלים,3000,55,16,0,648,377,2,375,1,184,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,163,
1,310,ירושלים,3000,56,413,0,697,396,1,395,2,179,0,0,0,0,5,0,0,0,0,0,0,0,0,0,25,0,0,0,4,0,1,0,0,0,0,0,0,179,
1,311,ירושלים,3000,57,16,0,636,288,2,286,0,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,2,0,0,0,0,0,0,101,
1,312,ירושלים,3000,58,413,0,686,283,4,279,0,171,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,2,0,0,0,0,0,0,76,
1,313,ירושלים,3000,60,413,1,657,268,1,267,1,136,3,0,0,0,11,0,0,0,0,0,0,0,0,1,20,0,0,0,2,0,6,0,0,0,0,0,0,87,
1,314,ירושלים,3000,61,413,0,566,305,1,304,5,138,0,0,0,0,7,0,0,0,0,0,0,0,0,1,39,0,0,0,3,0,7,0,0,0,0,0,1,103,
1,315,ירושלים,3000,205,222,0,422,244,0,244,17,80,1,0,0,0,7,0,0,0,0,0,0,0,0,0,42,0,0,0,3,0,10,0,0,0,0,1,0,83,
1,316,ירושלים,3000,208,413,0,605,294,1,293,8,96,0,0,0,0,12,0,0,0,0,0,0,0,0,0,49,0,0,0,4,0,13,0,0,0,0,0,0,111,
1,317,ירושלים,3000,210,157,0,632,433,1,432,12,89,0,1,0,0,118,0,0,0,0,0,0,0,0,5,104,0,0,0,6,0,21,0,0,0,0,0,1,75,
1,318,ירושלים,3000,211,157,0,613,434,4,430,8,78,0,0,0,0,137,0,0,0,0,0,0,0,0,4,111,0,0,0,4,0,25,0,0,0,0,0,0,63,
1,319,ירושלים,3000,224,57,0,795,628,6,622,0,296,0,0,0,0,36,0,0,0,0,0,0,0,0,1,47,0,0,0,3,0,1,1,0,0,0,0,0,237,
1,320,ירושלים,3000,235,57,0,743,587,4,583,6,173,1,0,0,0,163,0,0,0,0,0,0,0,0,3,55,1,0,0,9,0,9,1,0,0,0,0,0,162,
1,321,ירושלים,3000,240,57,0,576,461,3,458,3,151,0,0,0,0,162,0,0,0,0,0,0,0,0,0,71,0,0,0,12,0,10,0,0,0,0,0,0,49,
1,322,ירושלים,3000,250,57,0,653,533,0,533,1,293,1,0,0,0,63,0,0,0,0,0,0,0,0,1,25,0,0,0,3,0,1,0,0,0,0,0,0,145,
1,323,ירושלים,3000,268,43,0,668,496,1,495,6,91,0,0,0,0,135,0,0,0,0,0,0,1,0,3,134,0,0,0,14,0,11,0,0,0,0,0,0,100,
1,324,ירושלים,3000,269,43,0,653,499,2,497,2,141,0,0,0,0,158,0,0,0,0,0,0,0,0,1,66,0,0,0,17,0,9,0,0,0,0,0,1,102,
1,325,ירושלים,3000,270,43,0,624,476,2,474,5,80,0,2,0,0,144,0,0,0,0,0,0,0,0,2,121,1,0,0,10,0,20,0,0,0,0,0,0,89,
1,326,ירושלים,3000,271,157,0,575,359,1,358,3,62,0,3,0,0,115,0,0,0,0,0,0,0,0,5,86,0,0,0,9,0,9,0,0,0,0,0,0,66,
1,327,ירושלים,3000,272,157,0,745,531,1,530,9,83,1,1,0,0,186,0,0,0,0,0,0,0,0,7,117,0,0,0,19,0,18,0,0,0,0,0,0,89,
