שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
ירושלים,3000,4340,0,504,8,496,91,6,0,0,3,0,0,39,4,102,1,2,83,0,12,55,42,0,0,20,0,0,1,0,0,1,0,6,0,15,13
ירושלים,3000,4350,0,377,2,375,81,9,0,1,3,0,0,17,2,73,0,4,51,0,12,45,44,0,0,11,0,0,0,0,0,2,0,5,0,8,7
ירושלים,3000,4360,0,299,3,296,57,5,0,0,4,1,2,12,2,57,0,3,48,0,7,37,41,0,0,4,0,0,0,0,0,0,0,0,0,6,10
ירושלים,3000,4370,0,432,5,427,101,5,0,0,7,0,0,14,0,49,0,5,92,0,9,51,50,0,4,6,0,1,0,0,0,0,0,8,0,7,18
ירושלים,3000,4380,0,460,5,455,76,2,0,0,3,1,0,30,1,70,0,7,81,0,14,74,43,1,0,6,0,0,1,0,0,0,0,8,0,10,27
ירושלים,3000,4390,0,417,2,415,73,48,0,0,4,0,0,24,1,75,1,4,59,0,17,45,17,0,0,5,0,0,0,0,0,1,0,5,0,7,29
ירושלים,3000,4400,0,475,5,470,95,6,0,0,4,0,1,31,1,72,1,3,89,1,28,42,34,0,0,16,0,0,0,0,0,0,1,9,0,11,25
ירושלים,3000,4410,0,294,0,294,44,0,0,0,2,0,0,27,0,56,0,3,56,0,7,54,10,0,0,6,0,0,0,0,0,0,0,7,1,7,14
ירושלים,3000,4420,0,453,6,447,90,4,0,0,9,0,0,30,0,75,0,2,71,0,10,61,56,0,0,10,0,0,1,0,1,0,0,4,0,8,15
ירושלים,3000,4500,0,383,3,380,2,259,0,0,0,0,1,2,0,7,0,13,9,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
ירושלים,3000,4580,0,136,7,129,10,0,65,0,5,0,0,1,0,0,0,0,0,0,0,0,6,0,39,0,0,0,1,0,0,1,1,0,0,0,0
ירושלים,3000,4590,0,337,3,334,38,1,0,0,1,1,1,26,0,58,1,6,63,0,12,73,5,1,0,5,1,0,0,0,0,0,0,3,0,2,36
ירושלים,3000,4600,0,269,3,266,50,3,0,0,0,0,0,10,1,39,0,0,46,0,6,35,35,0,0,10,0,0,0,0,0,0,0,6,0,5,20
ירושלים,3000,4610,0,398,0,398,122,8,0,1,10,0,0,17,0,68,0,2,46,0,6,39,47,1,0,7,0,0,0,0,0,0,1,3,0,7,13
ירושלים,3000,4620,0,420,8,412,89,6,1,0,6,0,0,23,1,68,0,1,71,0,13,51,31,1,0,10,0,0,1,0,0,0,0,7,0,11,21
ירושלים,3000,4630,0,390,4,386,84,3,1,0,3,2,4,20,0,67,1,3,60,0,15,48,21,1,1,8,0,0,1,0,0,0,1,6,0,5,31
ירושלים,3000,4640,0,506,2,504,92,4,0,1,8,0,0,19,3,121,0,3,81,0,12,63,28,1,0,29,0,1,0,0,0,0,1,5,0,10,22
ירושלים,3000,4650,0,501,3,498,62,11,4,0,1,0,0,45,0,89,1,6,72,0,19,84,7,2,9,5,1,0,0,0,0,2,2,4,0,6,66
ירושלים,3000,4660,0,171,10,161,9,0,81,0,8,0,0,0,0,0,0,0,0,0,1,0,3,0,56,0,0,0,0,0,1,0,1,0,0,0,1
ירושלים,3000,4670,0,359,2,357,47,8,0,0,2,0,0,21,1,53,0,7,40,0,18,56,9,2,1,8,0,0,0,0,0,1,0,2,0,9,72
ירושלים,3000,4680,0,443,2,441,102,3,0,0,2,0,1,30,0,57,3,3,92,0,8,62,33,0,0,14,0,0,0,0,0,0,0,12,0,10,9
ירושלים,3000,4690,0,355,2,353,72,3,1,0,3,1,0,15,1,43,0,2,78,1,14,49,28,0,0,8,0,0,0,0,0,1,1,6,0,9,17
ירושלים,3000,4700,0,309,9,300,26,3,1,1,0,0,37,6,2,24,0,5,35,0,53,34,7,1,0,2,0,0,0,0,0,0,1,2,0,2,58
ירושלים,3000,4710,0,466,9,457,60,3,2,0,7,0,2,28,0,59,1,9,62,0,32,67,23,0,0,6,0,0,0,0,0,0,0,10,0,4,82
ירושלים,3000,4720,0,485,5,480,110,7,0,0,10,1,1,22,3,39,0,4,85,0,12,54,58,0,0,12,0,2,1,0,1,2,0,5,0,8,43
ירושלים,3000,4730,0,327,4,323,43,4,0,0,3,0,0,25,0,45,0,3,54,0,20,42,31,2,0,4,0,0,0,0,0,0,1,5,0,2,39
ירושלים,3000,4740,0,342,1,341,71,4,1,0,3,0,1,25,2,29,1,4,80,0,14,31,40,0,1,5,0,0,0,0,0,0,1,10,0,6,12
ירושלים,3000,4750,0,180,2,178,28,1,0,0,0,0,0,9,0,13,0,2,64,0,6,22,10,0,0,4,0,0,0,0,0,0,0,0,0,2,17
ירושלים,3000,4760,0,377,4,373,49,2,0,0,5,0,1,16,0,92,1,4,61,0,17,67,18,1,0,0,0,0,0,0,0,0,0,2,0,6,31
ירושלים,3000,4770,0,384,12,372,48,4,1,0,1,0,3,23,1,61,0,4,63,0,9,77,19,1,0,4,0,0,0,0,1,1,0,10,0,17,24
ירושלים,3000,4780,0,269,3,266,47,8,0,0,1,1,7,9,0,33,3,3,37,0,19,41,5,0,3,2,0,0,0,0,1,0,0,0,1,4,41
ירושלים,3000,4790,0,407,8,399,67,33,7,0,6,1,0,20,0,68,2,7,51,0,11,55,7,1,1,4,1,0,0,0,0,0,0,6,0,3,48
ירושלים,3000,4800,0,399,4,395,91,4,0,0,3,0,0,37,1,31,0,6,80,0,13,58,32,0,0,7,0,0,0,0,0,0,0,7,0,6,19
ירושלים,3000,4810,0,390,6,384,65,1,0,0,1,0,1,37,1,39,0,3,65,0,25,67,11,4,0,9,0,0,1,1,0,0,1,4,0,7,41
ירושלים,3000,4820,0,351,2,349,79,1,2,0,0,0,1,18,1,32,0,2,77,0,26,43,30,0,0,9,0,0,0,0,0,1,0,5,0,17,5
ירושלים,3000,4830,0,259,3,256,62,2,4,0,1,0,0,17,0,28,1,4,41,0,3,37,24,0,0,7,0,0,0,0,1,0,0,1,0,4,19
ירושלים,3000,4840,0,452,4,448,68,2,0,0,4,0,0,31,2,21,0,2,163,0,20,73,28,1,0,3,0,0,0,0,0,0,1,6,0,7,16
ירושלים,3000,4850,0,312,3,309,44,0,0,0,6,0,0,30,0,22,0,2,62,0,22,50,30,1,0,7,0,1,0,0,0,0,0,5,0,6,21
ירושלים,3000,4860,0,347,9,338,31,7,0,0,0,0,57,16,1,20,0,3,37,0,39,58,8,0,0,0,0,0,0,0,1,0,0,3,0,3,54
ירושלים,3000,4870,0,351,3,348,68,6,0,0,3,1,2,23,0,26,0,0,87,0,11,47,34,0,0,8,0,0,1,0,0,1,0,4,0,11,15
ירושלים,3000,4880,0,346,11,335,7,8,0,1,0,0,0,4,2,3,0,5,50,0,217,30,2,1,0,0,1,0,0,0,0,1,1,0,0,2,0
ירושלים,3000,4890,0,192,4,188,15,3,69,0,29,0,0,2,0,0,0,1,3,0,0,0,11,0,50,0,0,0,0,0,0,1,0,1,0,2,1
ירושלים,3000,4900,0,422,3,419,100,0,0,0,3,0,2,31,3,50,0,0,80,0,19,52,39,0,0,16,0,0,0,0,0,0,0,3,0,5,16
ירושלים,3000,5000,0,431,6,425,13,108,0,0,3,0,1,5,0,131,0,45,16,0,8,19,9,1,0,3,0,0,0,0,1,0,0,4,0,0,58
ירושלים,3000,5010,0,142,4,138,21,10,8,0,3,0,1,1,0,15,0,3,35,0,11,9,2,0,1,1,0,0,0,0,0,1,0,1,0,1,14
ירושלים,3000,5020,0,169,9,160,18,1,23,0,9,0,0,1,0,43,0,9,17,0,0,4,9,1,12,0,0,1,0,0,0,1,1,3,2,0,5
ירושלים,3000,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ירושלים,3000,5050,0,150,7,143,21,7,13,0,5,0,0,0,0,35,1,0,20,0,3,1,2,1,4,1,0,2,0,0,1,1,1,4,0,0,20
ירושלים,3000,5060,0,400,3,397,11,105,5,0,0,0,0,5,1,99,0,55,16,0,5,28,6,0,0,2,0,0,0,0,0,0,0,3,0,1,55
ירושלים,3000,5070,0,395,2,393,10,82,1,0,0,0,0,4,0,145,0,32,16,0,2,29,2,2,1,0,0,0,0,0,0,0,0,1,0,4,62
ירושלים,3000,5210,0,180,1,179,20,1,1,0,3,0,0,6,0,31,1,3,39,0,27,20,10,0,1,2,0,0,0,0,0,0,0,5,0,3,6
ירושלים,3000,5390,0,218,8,210,26,0,30,0,13,0,0,2,0,86,0,6,9,0,4,2,1,0,19,1,0,0,0,0,0,1,0,1,0,1,8
ירושלים,3000,5450,0,21,2,19,2,0,5,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ירושלים,3000,5500,0,373,4,369,20,108,0,0,1,0,0,21,0,64,0,3,44,0,8,41,6,0,0,1,0,0,0,0,0,1,0,0,0,0,51
ירושלים,3000,5510,0,359,2,357,40,17,1,0,0,0,0,20,0,59,0,6,53,0,10,67,12,1,0,4,0,0,0,0,0,0,0,2,0,8,57
ירושלים,3000,5520,0,385,3,382,31,80,0,0,0,0,0,32,0,65,0,12,44,0,12,32,6,0,1,3,0,0,0,0,0,0,0,1,0,2,61
ירושלים,3000,5530,0,391,5,386,18,131,0,0,1,0,0,17,0,64,0,4,17,0,17,26,9,0,1,2,0,0,0,0,0,0,0,1,0,0,78
ירושלים,3000,5541,0,374,2,372,0,287,1,0,0,0,0,0,0,5,0,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69
ירושלים,3000,5542,0,281,2,279,0,230,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
ירושלים,3000,5550,0,458,6,452,20,163,0,0,1,1,0,17,0,86,0,10,26,0,11,36,4,0,0,1,0,0,0,0,0,0,0,2,0,3,71
ירושלים,3000,5560,0,408,5,403,52,32,0,0,0,0,0,21,3,88,0,12,57,0,15,35,14,2,1,7,0,0,0,0,0,0,0,3,0,3,58
ירושלים,3000,5570,0,465,3,462,5,134,0,0,0,0,0,12,0,38,0,5,25,0,7,31,2,1,0,2,0,0,0,0,1,0,0,1,0,3,195
ירושלים,3000,5580,0,549,5,544,23,120,1,0,0,0,0,33,0,51,0,9,43,0,16,44,5,2,0,1,0,0,0,0,1,2,0,3,0,2,188
ירושלים,3000,5590,0,574,4,570,0,429,0,0,0,0,0,1,0,21,0,3,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
ירושלים,3000,5600,0,535,3,532,167,0,4,0,0,0,0,33,13,33,0,3,119,0,13,43,54,0,1,9,0,0,0,0,0,1,0,11,0,14,14
ירושלים,3000,5610,0,369,5,364,70,3,7,0,9,0,0,28,0,28,1,3,63,0,31,60,21,0,0,1,0,0,1,0,0,0,0,10,0,6,22
ירושלים,3000,5620,0,435,4,431,106,6,1,0,4,0,0,34,2,36,2,1,90,0,29,44,50,0,1,0,0,0,0,0,0,1,1,7,0,9,7
ירושלים,3000,5630,0,423,5,418,52,20,0,0,1,0,0,12,0,83,0,6,64,0,19,89,14,1,0,3,0,0,0,0,0,0,0,3,0,12,39
ירושלים,3000,5640,0,582,3,579,4,346,0,0,1,0,0,3,0,34,0,20,3,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148
ירושלים,3000,5650,0,343,2,341,89,10,0,0,2,0,0,13,4,31,0,6,78,0,10,47,35,0,0,6,0,0,0,0,0,1,0,0,0,6,3
ירושלים,3000,5660,0,287,3,284,50,2,2,0,3,0,0,14,2,24,0,5,63,0,30,45,22,0,1,3,0,1,0,0,0,0,0,4,0,2,11
ירושלים,3000,5680,0,434,4,430,27,150,0,0,0,0,0,26,1,59,0,8,32,0,15,37,10,0,0,6,0,0,0,0,0,0,1,5,0,5,48
ירושלים,3000,5690,0,393,6,387,26,66,0,0,1,0,0,17,1,49,0,7,21,1,24,48,5,0,2,0,0,0,1,0,0,0,0,4,0,6,108
ירושלים,3000,5720,0,270,9,261,10,10,0,0,0,0,12,7,2,22,0,9,32,0,63,36,6,0,1,1,0,0,0,0,0,0,0,1,0,2,47
ירושלים,3000,5730,0,406,10,396,17,45,0,0,0,0,15,14,0,38,1,7,32,2,89,50,5,0,0,0,0,0,0,0,0,1,1,2,0,3,74
ירושלים,3000,5740,0,360,21,339,16,6,2,0,0,0,15,7,3,23,2,10,31,0,90,53,2,0,0,2,0,1,0,0,0,0,0,4,0,4,68
ירושלים,3000,5750,0,355,16,339,12,8,0,0,1,0,10,6,2,31,1,6,29,0,119,43,7,0,0,0,0,1,0,0,0,0,0,5,0,0,58
ירושלים,3000,5760,0,238,8,230,10,20,0,0,0,0,11,6,0,20,1,8,21,0,51,27,2,0,0,0,0,0,1,0,0,1,0,2,0,0,49
ירושלים,3000,5770,0,640,7,633,0,486,0,0,1,0,0,0,0,2,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129
ירושלים,3000,5780,0,438,3,435,7,231,0,0,0,0,4,3,0,21,0,7,5,0,10,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127
ירושלים,3000,5790,0,406,5,401,35,39,1,0,0,0,0,16,2,77,1,12,56,0,27,47,8,0,0,1,0,0,0,0,0,0,0,7,0,2,70
ירושלים,3000,5870,0,246,3,243,21,3,0,0,0,0,7,19,1,18,1,3,37,0,45,53,9,0,0,3,0,0,0,0,0,0,0,3,0,2,18
ירושלים,3000,5880,0,517,6,511,2,398,0,0,0,0,0,0,0,5,0,5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
ירושלים,3000,5890,0,340,4,336,6,170,0,0,0,0,1,6,0,9,0,3,12,0,3,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,115
ירושלים,3000,5900,0,439,9,430,57,2,1,0,0,0,1,31,3,47,0,5,67,0,81,69,13,0,0,3,0,1,0,0,0,0,2,9,0,9,29
ירושלים,3000,5910,0,243,5,238,34,1,0,0,2,0,1,22,2,15,2,9,46,0,26,31,6,0,0,0,0,0,0,0,0,1,2,2,0,4,32
ירושלים,3000,5920,0,314,7,307,43,2,0,0,0,0,0,21,0,15,0,3,81,0,28,57,13,0,1,3,0,0,0,0,0,0,0,5,0,5,30
ירושלים,3000,5930,0,384,11,373,42,2,0,0,0,0,1,24,1,23,0,4,83,0,49,78,8,1,0,7,0,1,0,0,0,0,1,5,0,7,36
ירושלים,3000,5940,0,379,5,374,46,5,0,0,0,0,0,29,2,24,0,5,65,1,54,66,12,0,0,0,0,0,1,0,0,0,0,2,0,6,56
ירושלים,3000,5950,0,323,6,317,21,11,0,0,1,2,0,15,0,21,0,2,62,0,86,46,8,0,0,0,0,0,0,0,0,0,0,4,0,4,34
ירושלים,3000,5960,0,371,3,368,46,11,0,0,0,0,1,28,1,32,0,5,53,0,48,59,7,0,0,1,0,0,0,0,1,0,0,5,0,2,68
ירושלים,3000,5970,0,331,11,320,19,8,0,0,2,1,0,8,6,30,0,9,45,1,72,26,8,0,1,2,0,1,0,0,0,0,1,5,0,2,73
ירושלים,3000,5980,0,413,4,409,46,6,0,0,1,0,0,29,2,26,0,4,104,0,32,87,15,0,2,1,0,0,0,0,0,0,0,8,0,12,34
ירושלים,3000,5990,0,518,3,515,64,6,0,0,0,1,0,30,4,72,1,19,91,0,33,87,14,1,0,6,0,0,0,0,0,0,0,8,0,11,67
ירושלים,3000,6000,0,403,6,397,33,8,1,1,1,1,0,21,4,36,0,10,56,0,21,85,7,0,0,2,0,1,0,0,0,0,0,3,0,2,104
ירושלים,3000,6100,0,169,3,166,25,0,22,0,11,0,1,2,0,51,0,1,7,0,1,5,8,1,21,0,1,1,0,0,0,3,0,0,0,0,5
ירושלים,3000,6130,0,472,6,466,73,3,0,0,0,1,0,37,2,43,1,1,120,0,23,60,33,0,0,9,0,0,0,0,0,0,0,4,0,5,51
ירושלים,3000,6150,0,8,1,7,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ירושלים,3000,6310,0,227,4,223,7,3,108,0,12,0,0,1,0,0,0,0,5,0,0,1,3,0,81,0,0,0,0,0,0,0,0,0,0,0,2
ירושלים,3000,6340,0,432,9,423,57,2,0,0,0,0,1,39,1,57,0,8,91,0,31,57,13,0,0,3,0,0,3,0,0,1,0,12,0,8,39
ירושלים,3000,6350,0,419,9,410,37,12,0,0,0,0,4,26,0,39,0,11,67,2,91,69,7,0,0,0,0,0,0,0,0,0,2,3,0,2,38
ירושלים,3000,6370,0,370,5,365,21,2,0,0,0,0,3,26,1,30,1,0,53,0,48,81,10,0,0,5,0,0,0,0,0,0,1,7,0,9,67
ירושלים,3000,6380,0,308,5,303,25,10,0,0,0,0,3,26,2,34,1,11,49,0,44,45,9,0,0,2,0,0,0,0,0,0,0,4,0,0,38
ירושלים,3000,6390,0,446,8,438,86,2,0,0,1,0,2,22,0,32,0,4,119,0,32,72,18,1,0,3,0,0,0,0,1,0,0,4,0,5,34
ירושלים,3000,6400,0,384,2,382,63,3,0,0,0,0,0,25,4,26,1,4,83,0,25,63,14,1,0,2,0,0,0,0,0,0,0,13,0,10,45
ירושלים,3000,6410,0,452,5,447,69,3,0,0,1,0,2,41,1,43,1,5,116,0,40,65,6,0,0,4,0,1,0,0,0,0,0,6,0,5,38
ירושלים,3000,6420,0,345,5,340,51,3,0,0,1,0,0,31,1,24,0,3,95,0,32,50,14,1,0,2,0,0,0,0,0,0,1,7,1,10,13
ירושלים,3000,6430,0,316,12,304,50,1,1,0,1,1,0,21,0,47,1,1,45,0,49,34,16,2,0,7,0,0,0,0,0,0,0,7,0,7,13
ירושלים,3000,6440,0,479,5,474,65,0,0,0,0,0,2,42,0,34,0,5,144,0,21,75,16,0,0,1,0,0,0,0,0,0,0,6,0,12,51
ירושלים,3000,6491,0,202,6,196,31,7,0,0,0,0,1,8,0,29,1,4,26,0,25,26,7,0,0,3,0,0,0,0,0,0,0,5,0,2,21
ירושלים,3000,6492,0,145,4,141,17,5,0,0,0,0,1,3,0,23,0,3,25,0,10,25,5,0,0,1,0,1,0,0,0,0,0,5,0,2,15
ירושלים,3000,6500,0,291,6,285,14,46,0,0,0,0,11,7,3,19,0,5,32,0,66,25,1,0,1,0,0,0,0,0,1,1,0,0,0,2,51
ירושלים,3000,6510,0,344,5,339,3,81,1,0,1,0,17,2,2,15,0,4,9,0,51,37,0,0,0,3,0,0,0,0,0,0,0,1,0,2,110
ירושלים,3000,6580,0,347,4,343,6,182,0,1,0,0,1,2,2,12,0,2,11,0,6,11,2,0,0,0,0,0,1,0,1,0,0,0,0,1,102
ירושלים,3000,6590,0,499,2,497,22,96,0,0,0,0,1,16,4,138,0,5,56,0,20,52,12,0,0,10,0,0,0,0,0,0,0,5,0,4,56
ירושלים,3000,6600,0,510,8,502,29,49,0,0,0,1,0,18,1,47,0,10,43,0,20,64,6,0,0,2,0,0,0,0,0,0,0,2,0,6,204
ירושלים,3000,6680,0,133,5,128,21,1,11,0,2,0,0,0,0,47,0,4,16,0,5,2,5,0,2,0,0,0,0,0,0,2,1,0,1,0,8
ירושלים,3000,6690,0,442,5,437,49,11,0,1,0,0,0,20,1,118,1,4,66,0,9,68,11,0,0,10,0,0,0,0,0,0,0,11,0,5,52
ירושלים,3000,6710,0,480,2,478,70,13,0,0,1,0,0,23,1,91,0,7,95,0,22,55,20,0,0,16,0,0,0,0,1,0,0,2,0,8,53
ירושלים,3000,6720,0,462,3,459,14,180,0,0,0,0,0,14,1,52,0,10,20,0,6,29,3,0,0,7,0,0,0,0,0,0,0,0,0,7,116
ירושלים,3000,6730,0,388,1,387,36,4,0,0,0,0,0,21,1,51,0,12,55,0,56,72,10,0,0,1,0,0,0,0,0,0,0,4,0,3,61
ירושלים,3000,6740,0,313,6,307,32,10,0,0,1,0,1,13,4,26,0,4,52,0,57,47,10,0,0,0,0,0,0,0,0,1,0,4,0,6,39
ירושלים,3000,6750,0,468,10,458,58,6,0,0,0,1,1,26,0,36,0,10,79,0,39,69,24,1,0,4,0,0,0,0,0,0,0,9,0,2,93
ירושלים,3000,6760,0,306,4,302,29,4,0,0,0,0,0,9,0,30,1,4,55,0,64,43,8,1,0,2,0,1,0,0,0,0,0,4,0,1,46
ירושלים,3000,6770,0,384,2,382,46,2,0,0,1,0,0,29,1,40,0,2,92,0,38,61,11,0,0,4,0,0,0,0,0,1,0,7,0,12,35
ירושלים,3000,6780,0,473,8,465,53,2,0,0,0,1,0,37,1,55,0,4,91,0,63,90,10,0,0,2,0,0,0,0,0,0,0,5,0,8,43
ירושלים,3000,6790,0,371,7,364,22,1,0,0,1,0,1,21,1,21,0,9,44,0,85,60,5,0,0,1,0,0,0,0,0,1,0,6,0,5,80
ירושלים,3000,6800,0,446,2,444,88,5,0,0,0,0,0,30,0,43,0,3,97,0,38,76,13,0,0,4,0,0,0,0,0,0,0,1,0,1,45
ירושלים,3000,6811,0,224,4,220,18,0,0,0,0,0,0,8,0,15,0,7,47,0,35,35,4,0,0,0,0,1,0,0,0,0,0,0,0,4,46
ירושלים,3000,6812,0,211,4,207,19,4,0,0,0,1,0,9,2,16,0,3,37,0,41,32,5,1,0,0,0,0,0,0,0,0,0,4,0,3,30
ירושלים,3000,6820,0,312,6,306,36,4,0,0,1,0,0,23,2,32,0,5,54,0,47,54,5,0,1,0,0,0,0,0,0,1,1,1,0,4,35
ירושלים,3000,6830,0,429,3,426,46,2,0,0,0,0,1,32,2,47,0,11,86,0,60,69,8,1,0,1,0,0,0,0,0,0,1,5,0,1,53
ירושלים,3000,6840,0,414,4,410,52,3,0,1,1,0,0,25,1,52,0,8,55,0,49,72,11,0,0,3,0,0,0,0,0,0,0,3,0,7,67
ירושלים,3000,6850,0,440,8,432,41,6,0,0,0,0,0,25,1,45,0,4,77,0,72,81,9,0,0,1,0,0,0,0,0,0,0,9,0,3,58
ירושלים,3000,6860,0,531,1,530,110,1,0,0,1,0,1,34,1,29,0,1,182,0,25,83,24,0,0,5,1,0,0,0,0,0,0,8,0,9,15
ירושלים,3000,6870,0,437,1,436,58,4,1,0,0,0,0,35,0,64,0,9,104,0,35,54,4,0,0,6,0,0,0,0,0,2,1,8,0,6,45
ירושלים,3000,6880,0,388,6,382,43,7,0,1,0,0,0,22,0,43,0,16,46,0,52,73,10,1,0,1,0,0,0,0,0,0,0,1,0,2,64
ירושלים,3000,6890,0,434,6,428,41,7,0,0,0,0,0,25,0,132,1,7,50,0,32,48,9,1,0,0,0,1,0,0,0,0,1,2,0,5,66
ירושלים,3000,6900,0,60,3,57,3,0,0,0,0,0,3,1,0,11,0,0,6,0,7,13,2,0,0,0,0,0,0,0,0,0,0,1,0,1,9
ירושלים,3000,6910,0,264,4,260,25,4,0,0,0,0,0,11,1,17,0,5,25,0,59,46,6,0,0,0,0,0,1,0,0,0,0,3,0,0,57
ירושלים,3000,6920,0,450,7,443,68,5,0,0,0,1,1,24,1,63,0,9,71,0,34,74,15,0,0,0,0,0,0,0,0,0,1,7,0,6,63
ירושלים,3000,6930,0,438,3,435,59,4,0,0,0,0,0,27,1,46,0,1,91,0,49,78,15,1,0,0,0,0,0,0,0,2,0,3,0,5,53
ירושלים,3000,6940,0,438,1,437,0,331,0,0,0,0,1,0,0,7,0,9,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,83
ירושלים,3000,6970,0,390,0,390,0,235,0,0,0,0,0,0,0,14,0,5,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,129
ירושלים,3000,6980,0,314,2,312,12,15,0,1,0,0,19,12,0,32,0,6,21,0,81,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,68
ירושלים,3000,6990,0,396,11,385,15,49,0,0,0,0,0,15,0,19,0,5,37,1,78,46,4,0,0,0,0,0,1,0,0,0,0,1,0,4,110
ירושלים,3000,7000,0,372,8,364,12,36,2,0,1,1,25,12,0,17,1,7,17,0,43,51,0,1,2,0,0,0,0,0,0,0,0,3,0,1,132
ירושלים,3000,7010,0,290,6,284,14,12,0,0,1,0,10,4,0,17,1,7,27,0,78,40,1,0,0,0,0,0,1,0,0,0,2,0,0,1,68
ירושלים,3000,7020,0,250,6,244,11,14,0,0,0,0,3,5,1,16,0,7,27,0,89,46,2,2,0,0,0,0,0,0,0,1,1,2,0,1,16
ירושלים,3000,7030,0,580,7,573,1,324,0,0,0,0,0,0,0,6,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
ירושלים,3000,7040,0,319,0,319,20,48,0,0,1,0,1,12,1,41,2,6,32,0,40,38,4,0,0,0,0,0,0,0,0,0,0,2,0,2,69
ירושלים,3000,7050,0,461,6,455,15,71,0,1,0,0,0,17,0,87,2,17,34,0,38,41,3,1,0,2,0,0,0,0,0,0,0,3,0,3,120
ירושלים,3000,7060,0,481,2,479,62,11,0,0,1,0,0,36,3,79,0,4,90,0,19,80,18,0,0,10,0,0,0,0,0,0,0,4,0,8,54
ירושלים,3000,7070,0,397,2,395,8,193,0,0,0,0,0,4,1,19,0,11,8,0,11,17,2,0,0,0,0,0,0,0,0,0,0,1,0,2,118
ירושלים,3000,7080,0,361,6,355,14,18,0,0,0,0,3,8,0,54,0,5,43,0,35,36,4,1,0,3,1,0,0,0,0,0,0,2,0,0,128
ירושלים,3000,7090,0,526,1,525,78,11,0,0,3,0,0,13,4,128,0,2,105,0,18,55,42,1,0,29,0,0,0,0,0,0,0,4,0,6,26
ירושלים,3000,7100,0,346,6,340,14,60,0,1,0,0,0,6,0,36,0,14,35,0,41,0,4,0,0,0,0,0,0,0,0,0,0,4,0,2,123
ירושלים,3000,7110,0,532,7,525,6,235,0,0,0,0,0,11,1,49,0,10,23,0,7,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,155
ירושלים,3000,7120,0,472,6,466,6,183,0,0,0,0,0,8,0,28,2,12,8,0,23,27,2,0,0,0,0,0,0,0,0,0,1,0,0,2,164
ירושלים,3000,7130,0,386,8,378,32,24,1,0,0,0,4,24,0,17,1,2,43,0,91,48,3,0,0,1,1,1,0,0,1,1,0,4,0,1,78
ירושלים,3000,7140,0,312,5,307,13,11,0,0,0,0,7,12,0,8,0,5,35,0,96,46,5,1,0,1,0,0,0,0,0,0,0,0,0,3,64
ירושלים,3000,7150,0,503,1,502,145,2,0,0,2,0,1,28,1,26,0,2,135,0,18,54,50,0,0,12,0,0,0,0,0,0,0,5,0,10,11
ירושלים,3000,7160,0,319,3,316,97,3,3,0,1,0,2,25,2,21,0,1,52,0,18,23,49,0,1,5,0,0,0,0,0,0,0,1,0,8,4
ירושלים,3000,7170,0,564,3,561,61,21,0,0,2,0,1,16,2,144,0,14,63,0,24,90,14,0,0,8,0,1,0,0,0,0,0,9,0,8,83
ירושלים,3000,7180,0,468,4,464,30,46,0,0,0,0,0,29,1,81,0,9,53,0,19,64,5,0,0,6,0,0,0,0,0,0,0,1,0,6,114
ירושלים,3000,7190,0,510,5,505,27,203,0,0,1,0,0,15,0,42,0,14,23,0,32,38,2,0,0,5,0,0,0,0,0,0,0,2,0,3,98
ירושלים,3000,7201,0,315,6,309,15,2,1,0,1,0,0,15,1,44,0,5,40,0,64,75,4,0,0,4,0,1,0,0,0,0,0,3,0,4,30
ירושלים,3000,7202,0,182,2,180,18,0,0,0,0,0,0,18,1,15,0,3,34,0,34,29,4,0,0,0,0,0,0,0,0,0,0,3,0,4,17
