סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
13,6269,רחובות,8400,165,48,0,585,463,2,461,33,1,0,0,0,0,0,17,0,0,0,0,0,0,0,2,44,143,10,0,0,0,197,0,0,0,0,0,0,0,0,14
19,10181,רחלים,3822,1,2,0,313,283,0,283,2,3,0,0,0,0,0,224,0,0,0,0,0,0,0,34,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1735,ריינה,542,2,1,0,689,437,0,437,4,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,1,1,1,0,0
5,1737,ריינה,542,4,1,0,726,437,1,436,4,0,403,0,0,0,0,0,0,0,2,0,0,0,4,0,5,0,2,0,0,0,7,0,0,0,1,0,0,0,0,8
5,1741,ריינה,542,8,5,0,668,431,3,428,10,0,376,0,0,0,0,1,0,0,0,0,0,0,2,1,5,7,9,0,0,0,6,0,0,0,0,1,0,0,0,10
5,1743,ריינה,542,10,3,0,638,340,1,339,2,0,316,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,3,0,1,0,7,0,0,0,0,0,1,0,0,0
5,1747,ריינה,542,14,6,0,653,342,3,339,4,0,304,0,1,0,0,0,0,0,1,0,0,0,1,1,0,5,3,0,3,0,11,0,0,0,1,0,0,0,0,4
4,1444,רמות,4702,1,1,0,438,339,2,337,37,2,1,0,0,0,3,10,0,0,0,0,0,0,0,1,13,43,27,0,0,0,198,0,0,0,0,0,0,0,1,1
5,2044,רמות מנשה,445,2,1,0,418,311,2,309,43,0,2,0,1,0,1,5,0,2,0,0,0,0,0,0,9,16,88,0,0,0,142,0,0,0,0,0,0,0,0,0
12,5291,רמלה,8500,4,10,0,754,406,6,400,14,3,86,0,0,0,0,14,0,0,0,0,0,0,0,11,14,101,8,2,0,0,72,0,0,0,0,0,0,0,0,75
12,5337,רמלה,8500,53,20,0,712,544,5,539,24,2,12,0,0,0,2,14,0,0,1,0,0,0,0,13,14,275,4,0,0,0,108,0,3,0,0,0,0,0,0,67
12,5353,רמלה,8500,69,31,0,650,350,2,348,13,2,12,0,0,0,1,11,0,0,0,0,0,0,1,8,5,148,5,0,0,0,53,0,2,0,0,0,0,0,1,86
15,7593,רמת גן,8600,3.2,21,0,599,411,1,410,27,0,4,0,0,0,0,9,0,1,0,0,0,0,0,6,20,72,55,0,0,0,206,1,1,0,0,0,0,0,0,8
15,7595,רמת גן,8600,3.4,21,0,599,413,2,411,31,2,1,0,0,0,1,13,0,0,0,0,0,0,0,3,24,98,42,0,0,0,193,0,0,0,0,0,0,0,0,3
15,7615,רמת גן,8600,25.1,5,0,691,460,1,459,32,4,0,1,0,0,0,23,0,0,1,0,1,0,0,3,27,134,24,0,0,0,188,0,1,0,0,0,0,0,0,20
15,7617,רמת גן,8600,25.3,5,0,691,421,1,420,35,1,0,0,0,0,0,18,0,1,0,0,0,0,0,5,22,138,22,0,0,0,161,0,0,0,0,0,0,1,0,16
15,7619,רמת גן,8600,25.5,5,0,691,402,2,400,30,4,0,0,1,0,0,14,0,1,0,0,0,0,0,6,34,101,25,0,0,0,174,0,0,0,0,1,0,0,0,9
15,7620,רמת גן,8600,25.6,5,0,687,435,1,434,40,1,0,1,0,0,0,14,0,0,0,0,0,0,0,2,31,110,31,0,0,0,190,0,0,0,0,0,0,1,0,13
15,7621,רמת גן,8600,29,18,0,654,311,0,311,16,3,4,1,0,0,0,15,0,0,0,0,0,0,0,4,32,81,27,0,0,0,117,1,0,0,0,0,0,0,0,10
15,7646,רמת גן,8600,57,9,0,669,437,0,437,36,1,1,0,0,0,0,15,0,1,0,0,0,0,0,3,29,75,64,0,0,0,205,0,0,0,0,0,1,0,0,6
15,7671,רמת גן,8600,102,18,0,695,399,3,396,28,5,1,0,1,0,0,22,0,1,0,0,0,0,0,2,45,72,42,0,0,0,167,2,1,0,0,0,0,0,0,7
15,7723,רמת גן,8600,178,24,0,729,501,4,497,41,9,0,0,0,0,0,22,0,2,0,0,0,0,0,12,21,135,24,0,0,0,197,1,0,0,0,0,0,0,0,33
15,7731,רמת גן,8600,191,33,0,799,568,1,567,39,3,3,0,0,0,0,32,0,0,0,0,0,0,0,3,43,147,32,0,0,0,249,0,0,0,1,0,0,0,0,15
15,7749,רמת גן,8600,209,32,0,619,441,4,437,39,4,0,1,0,0,0,28,0,1,0,0,0,0,0,10,28,111,17,0,0,0,178,0,0,0,0,0,0,0,0,20
15,7765,רמת גן,8600,227,67,0,640,494,0,494,44,4,0,0,0,0,0,35,0,0,0,0,0,0,0,5,22,120,33,0,0,0,222,0,0,0,0,0,0,0,2,7
15,7776,רמת גן,8600,238.1,16,0,618,441,1,440,23,4,2,0,0,0,0,16,0,0,0,0,0,0,0,3,35,82,36,0,0,0,235,0,1,0,0,0,0,0,0,3
15,7815,רמת השרון,2650,16,7,0,648,444,2,442,25,54,1,1,0,0,0,31,0,0,0,0,0,0,0,11,6,117,17,0,0,0,109,0,0,0,0,0,0,0,1,69
15,7825,רמת השרון,2650,23,2,0,599,427,0,427,28,4,1,0,0,0,0,6,0,0,0,0,0,0,0,0,11,49,68,0,0,0,259,0,0,0,0,0,0,0,0,1
15,7841,רמת השרון,2650,46,1,0,537,393,0,393,27,18,1,0,0,0,0,15,0,0,0,0,0,0,0,3,12,95,42,1,0,0,133,0,1,0,0,0,0,0,0,45
15,7845,רמת השרון,2650,47.4,16,0,575,431,1,430,34,7,1,0,0,0,0,8,0,0,0,0,0,0,0,3,13,66,44,0,0,0,253,0,0,1,0,0,0,0,0,0
18,9696,רעים,713,1,1,0,362,255,1,254,76,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,6,31,0,0,0,131,0,0,0,0,0,0,0,0,0
19,10485,רעננה,8700,42,8,0,507,353,3,350,23,4,1,0,0,0,1,31,0,0,0,0,0,0,0,5,13,84,20,0,0,0,160,0,0,0,0,0,0,0,0,8
19,10487,רעננה,8700,44,14,0,726,481,1,480,26,9,1,0,0,0,0,92,0,0,0,0,0,0,0,6,14,107,31,0,0,0,170,0,0,0,0,0,0,0,0,24
19,10507,רעננה,8700,62,16,0,708,478,1,477,34,2,2,0,0,0,1,19,0,0,0,0,0,0,0,3,21,97,35,0,0,0,261,0,0,0,0,0,0,0,0,2
19,10510,רעננה,8700,69,16,0,657,459,0,459,39,2,0,0,0,0,2,15,0,0,0,0,0,0,0,0,23,65,32,0,0,0,271,0,0,0,0,0,0,0,0,10
19,10518,רעננה,8700,79,12,0,679,492,2,490,28,4,0,0,0,0,0,30,0,0,0,0,0,0,0,1,24,75,46,0,0,0,275,0,0,0,0,0,1,0,0,6
19,10530,רעננה,8700,90.5,35,0,653,445,1,444,22,2,0,0,0,0,0,66,0,0,0,0,0,0,0,7,16,120,23,0,0,0,175,0,0,0,0,0,0,0,0,13
5,1563,שבלי - אום אל-גנם,913,5,3,0,600,386,1,385,14,0,326,0,1,0,0,2,0,0,0,0,0,0,11,0,0,2,2,0,0,0,25,0,0,0,0,0,2,0,0,0
18,9978,שגב-שלום,1286,7,3,0,679,456,1,455,0,0,436,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,1,1,0,0,0,0,0,0,0,0,0,1,1
5,1663,שדה אליהו,304,1,1,0,615,356,1,355,19,1,0,1,0,0,3,212,1,0,0,0,0,0,0,10,2,60,2,0,0,0,44,0,0,0,0,0,0,0,0,0
19,10365,שדה ורבורג,284,2.1,1,0,500,373,0,373,14,0,1,0,0,0,1,5,0,0,0,0,0,0,0,2,8,31,63,0,0,0,247,0,0,0,0,0,0,0,0,1
3,1274,שדה נחמיה,329,1,1,0,745,576,1,575,95,0,0,0,0,0,3,13,0,1,0,0,0,0,0,0,24,101,58,0,0,0,275,0,0,0,0,0,0,0,1,4
18,9697,שדה ניצן,1058,1,1,0,366,216,1,215,32,0,3,0,0,0,8,11,0,1,0,0,0,0,0,1,7,11,38,0,0,0,102,0,0,0,0,0,0,0,0,1
18,9698,שדי אברהם,1223,1,1,0,250,179,0,179,17,0,0,0,0,0,14,11,0,0,0,0,0,0,0,3,9,15,7,0,0,0,102,0,0,0,0,0,0,0,0,1
17,9017,שדרות,1031,6,7,0,724,444,1,443,28,15,0,0,0,0,0,55,0,0,0,0,0,0,0,24,18,216,3,0,0,0,28,0,0,0,0,0,0,0,0,56
17,9028,שדרות,1031,17.1,24,0,530,323,6,317,16,0,0,2,0,0,0,21,0,0,0,0,0,0,0,15,69,134,3,0,0,0,29,0,1,1,0,0,0,0,0,26
17,9039,שדרות,1031,27,23,0,764,587,2,585,50,19,0,0,0,0,1,122,0,0,0,0,0,0,0,35,32,241,2,0,0,0,30,0,0,0,0,0,0,0,0,53
12,5473,שוהם,1304,1,1,0,731,579,0,579,42,4,0,0,0,0,1,54,0,0,0,0,0,0,0,5,22,126,34,0,0,0,284,0,0,0,0,0,0,0,0,7
12,5482,שוהם,1304,6.5,4,0,581,427,1,426,19,2,0,0,0,0,0,82,0,0,0,0,0,0,0,4,13,78,15,1,0,0,208,0,0,0,0,0,0,0,0,4
12,5494,שוהם,1304,21,2,0,430,318,1,317,31,0,1,0,0,0,1,20,0,0,0,0,0,0,0,5,14,58,16,0,0,0,167,1,0,0,0,0,0,0,0,3
18,9699,שלומית,1364,1,2,0,113,95,0,95,0,2,0,0,0,0,0,59,0,0,0,0,0,0,0,23,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,1275,שמיר,366,1,1,0,678,498,0,498,57,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,9,25,131,0,0,0,269,0,0,0,0,0,0,0,0,0
5,1991,שמשית,1337,1,2,0,557,425,2,423,55,2,1,0,0,0,0,10,0,0,0,0,0,0,0,3,17,38,51,0,0,0,243,0,0,0,0,0,0,0,0,3
5,1992,שמשית,1337,2,2,0,597,429,0,429,54,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,8,54,41,0,0,0,261,0,0,0,0,0,0,0,0,0
5,1993,שמשית,1337,3,2,0,652,471,1,470,49,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,12,29,58,0,0,0,312,0,0,0,0,0,0,0,0,1
6,2850,שעב,538,1,7,0,641,458,3,455,2,1,384,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,4,0,0,0,2,0,0,0,0,1,0,0,0,31
17,9152,שפיר,692,1,1,0,537,439,3,436,28,4,1,0,0,0,19,76,0,0,0,0,0,0,0,21,10,152,7,0,0,0,95,0,0,0,1,0,0,0,0,22
17,9155,שתולים,763,2,1,0,641,501,1,500,35,6,1,0,0,0,46,24,0,1,0,0,0,0,0,23,23,213,2,0,0,0,109,0,0,1,0,0,0,0,0,16
17,9156,תימורים,163,1,1,0,636,476,0,476,50,0,1,0,0,0,11,13,0,0,0,0,0,0,0,4,18,48,29,0,0,0,299,0,1,0,0,0,1,0,0,1
14,6522,תל אביב - יפו,5000,5,36,0,536,368,0,368,30,0,6,0,0,0,0,5,0,0,0,0,0,0,0,3,10,73,67,0,0,0,166,0,0,0,0,0,0,1,0,7
14,6533,תל אביב - יפו,5000,17,171,0,696,403,1,402,28,4,2,0,0,0,0,12,0,0,0,0,0,0,0,5,38,108,20,0,0,0,161,0,1,0,0,0,0,0,1,22
14,6574,תל אביב - יפו,5000,53,163,0,759,510,4,506,34,2,3,0,1,0,1,19,0,0,0,0,0,0,0,1,24,57,51,0,0,0,303,0,1,0,0,0,0,0,0,9
14,6580,תל אביב - יפו,5000,57.5,8,0,627,438,1,437,23,2,1,0,0,0,1,10,0,0,0,0,0,0,0,1,17,79,34,0,0,0,258,0,0,0,0,0,0,0,0,11
14,6607,תל אביב - יפו,5000,70,7,0,757,482,0,482,56,2,10,0,0,0,0,5,0,0,0,0,0,0,0,3,14,62,119,0,0,0,209,0,0,0,0,0,0,0,0,2
14,6612,תל אביב - יפו,5000,75,16,0,619,346,1,345,28,4,21,0,0,0,0,5,0,0,0,0,0,0,0,2,10,46,68,0,0,0,160,0,1,0,0,0,0,0,0,0
14,6613,תל אביב - יפו,5000,76,16,0,603,388,1,387,31,3,17,0,0,0,0,7,0,0,0,0,0,0,0,0,11,37,76,0,0,0,204,0,0,0,0,0,0,0,0,1
14,6629,תל אביב - יפו,5000,105,71,0,639,412,0,412,38,0,2,0,1,0,0,8,0,0,0,0,0,0,0,3,12,85,30,0,0,0,227,0,0,0,0,0,0,0,0,6
14,6719,תל אביב - יפו,5000,129,82,0,553,330,1,329,25,0,2,0,0,0,2,7,0,0,0,0,0,0,0,0,16,44,64,0,0,0,168,0,0,0,1,0,0,0,0,0
14,6657,תל אביב - יפו,5000,170,59,0,702,475,1,474,39,2,5,0,0,0,0,8,0,0,0,0,0,0,0,0,13,40,103,0,0,0,263,0,0,0,0,0,0,0,0,1
14,6685,תל אביב - יפו,5000,258,229,0,644,464,0,464,15,2,3,0,0,0,0,13,0,0,0,0,0,0,0,2,33,124,34,0,0,0,220,0,0,0,0,0,0,0,0,18
14,6808,תל אביב - יפו,5000,291.4,182,0,647,340,2,338,25,5,4,0,1,0,0,12,0,0,0,0,0,0,0,2,15,43,66,0,0,0,164,0,0,1,0,0,0,0,0,0
14,6687,תל אביב - יפו,5000,310,236,0,713,567,3,564,29,0,2,0,0,0,0,13,0,0,0,0,0,0,0,1,24,87,42,0,0,0,362,0,0,0,0,0,0,0,0,4
14,6694,תל אביב - יפו,5000,319,229,0,690,511,0,511,31,1,2,0,0,0,1,15,0,0,0,0,0,0,0,4,39,81,65,0,0,0,268,0,0,0,0,0,0,0,0,4
14,6868,תל אביב - יפו,5000,428,99,0,623,405,0,405,38,10,7,0,0,0,0,13,0,0,0,0,0,0,0,0,13,28,123,0,0,0,166,0,0,0,0,0,0,0,0,7
14,7063,תל אביב - יפו,5000,431.3,90,0,644,355,0,355,26,10,12,0,0,0,0,8,0,0,0,0,0,0,0,2,7,27,95,0,0,0,166,0,0,0,0,1,0,0,0,1
14,7091,תל אביב - יפו,5000,495.5,60,1,633,391,1,390,35,3,9,0,0,0,0,2,0,0,1,0,0,0,0,1,17,49,66,0,0,0,203,0,0,0,0,0,0,1,0,3
14,7095,תל אביב - יפו,5000,495.9,60,0,631,396,2,394,42,7,9,0,0,0,0,7,1,0,0,0,0,0,0,1,16,30,104,0,0,0,174,0,1,0,0,0,0,0,0,2
14,6894,תל אביב - יפו,5000,618.4,77,0,637,391,1,390,29,1,11,0,0,0,0,3,0,0,0,0,0,0,0,2,9,41,100,0,0,0,190,1,0,0,0,0,0,0,0,3
14,6928,תל אביב - יפו,5000,646,73,0,642,424,0,424,36,5,9,0,0,0,0,15,0,0,0,0,0,0,0,7,5,136,59,0,0,0,119,0,0,0,0,0,0,0,1,32
14,6987,תל אביב - יפו,5000,719.3,22,0,615,424,5,419,16,9,2,0,0,0,0,17,0,0,0,0,0,0,0,2,26,187,8,0,0,0,74,0,0,0,0,0,0,0,0,78
14,7044,תל אביב - יפו,5000,784,95,0,561,283,4,279,24,8,11,0,0,0,0,8,0,2,0,0,0,0,0,1,11,43,34,0,0,0,53,0,1,0,0,0,0,0,0,83
14,7124,תל אביב - יפו,5000,823,235,0,779,478,6,472,37,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,20,71,98,1,0,0,217,0,1,0,0,0,0,0,0,8
14,7168,תל אביב - יפו,5000,881,249,0,625,329,1,328,11,4,49,0,0,0,0,4,0,0,0,0,0,0,0,6,30,123,4,0,0,0,60,0,0,0,0,0,0,0,0,37
14,7200,תל אביב - יפו,5000,967,152,0,768,548,3,545,35,2,41,0,0,0,0,17,0,0,1,0,0,0,0,2,30,114,70,0,0,0,222,0,0,0,0,1,1,0,0,9
18,9700,תלמי אליהו,1051,1,1,0,221,130,0,130,9,3,0,0,0,0,8,7,0,0,0,0,0,0,0,3,3,52,1,0,0,0,32,0,0,0,0,0,0,0,0,12
18,9701,תלמי יוסף,1237,1,1,0,264,163,1,162,13,0,1,0,0,0,6,10,0,0,0,0,0,0,0,0,9,21,15,0,0,0,87,0,0,0,0,0,0,0,0,0
5,1906,תמרת,1244,3,1,0,619,456,0,456,48,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,18,28,55,0,0,0,293,0,0,1,0,0,0,0,0,2
18,9797,אבו ג'ווייעד (שבט),967,1,1,0,559,113,2,111,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0
18,9798,אבו ג'ווייעד (שבט),967,2,1,0,751,224,1,223,3,0,202,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,12,0,0,0,0,1,1,0,0,0
18,9799,אבו ג'ווייעד (שבט),967,3,1,0,651,205,6,199,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,735,אבו גוש,472,3,2,0,579,335,3,332,5,1,217,0,0,0,0,0,0,5,0,0,0,0,0,0,1,30,11,0,0,0,40,0,1,0,0,1,1,1,0,18
10,4571,אבן יהודה,182,5,5,0,640,438,3,435,23,2,1,0,0,0,2,24,0,1,0,1,0,0,0,4,13,106,26,0,0,0,221,0,0,0,0,0,0,0,0,11
9,4101,אום אל-פחם,2710,10,8,0,570,412,6,406,5,0,368,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,1,0,0,0,0,0,0
9,4105,אום אל-פחם,2710,12.3,10,0,692,319,3,316,1,0,299,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,6,0,1,0,2,0,1,0,0,1,0,0,0,0
9,4106,אום אל-פחם,2710,12.4,10,0,692,339,2,337,1,0,326,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0
9,4114,אום אל-פחם,2710,22,31,0,522,284,0,284,1,0,270,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,4,0,0,0,3,0,0,0,0,1,0,0,0,0
9,4115,אום אל-פחם,2710,23,1,0,688,354,6,348,0,1,334,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,3,0,0,0,0,2,0,0,0,0
9,4141,אום אל-פחם,2710,51,3,0,639,317,4,313,1,0,300,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0
18,9290,אופקים,31,6.2,11,0,556,310,0,310,13,8,0,1,0,0,1,35,0,1,0,0,0,0,0,15,30,127,0,0,0,0,31,0,1,0,0,0,0,0,0,47
18,9296,אופקים,31,12,3,0,729,596,4,592,3,245,0,0,0,0,0,2,0,0,0,0,0,0,0,11,11,37,0,0,0,0,4,0,0,0,0,0,0,0,0,279
18,9304,אופקים,31,22,9,1,508,368,3,365,40,29,0,0,0,0,1,21,0,0,0,0,0,0,0,9,6,155,0,0,0,0,35,0,0,0,0,0,0,0,0,69
18,9308,אופקים,31,25.2,13,0,551,340,2,338,12,6,1,0,0,0,0,30,0,0,0,0,0,0,0,10,45,164,2,0,0,0,30,0,0,0,0,0,0,0,0,38
16,8332,אור יהודה,2400,5.3,9,0,598,441,2,439,18,2,1,0,0,0,0,15,0,0,0,0,0,0,0,8,11,185,7,0,0,0,87,0,0,0,0,1,0,1,0,103
16,8362,אור יהודה,2400,38,4,0,536,423,1,422,15,7,0,1,0,0,0,23,0,0,0,1,0,0,0,4,5,230,3,0,0,0,64,0,0,0,0,0,0,0,0,69
16,8364,אור יהודה,2400,41,1,0,509,392,2,390,31,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,18,150,10,0,0,0,142,0,0,0,0,0,0,0,0,18
9,3859,אור עקיבא,1020,12.1,17,0,662,399,4,395,11,5,0,0,0,0,0,17,0,1,0,0,0,0,0,6,59,201,6,0,0,0,61,0,0,0,0,0,0,0,0,28
9,3863,אור עקיבא,1020,12.5,17,0,661,411,4,407,6,2,0,0,0,0,0,20,0,2,1,0,0,0,0,5,117,153,2,0,0,0,78,0,0,0,0,0,0,1,0,20
12,5598,אחיסמך,804,1,1,0,498,385,1,384,14,2,0,0,0,0,7,8,0,0,0,0,0,0,0,20,2,215,0,0,0,0,16,0,0,0,0,0,0,0,0,100
12,5599,אחיסמך,804,2,1,0,372,300,1,299,11,0,0,0,0,0,1,6,0,0,0,0,0,0,0,20,1,180,0,0,0,0,9,0,0,0,0,0,0,0,0,71
18,9733,אילת,2600,34,6,0,659,337,0,337,12,9,1,0,0,0,0,25,1,3,0,0,0,0,0,11,32,146,4,0,0,0,79,0,0,0,0,1,0,0,0,13
18,9764,אילת,2600,67,15,0,680,360,3,357,24,7,5,0,0,0,0,19,0,3,1,0,0,0,0,3,14,152,4,0,0,0,106,0,0,0,0,0,0,0,0,19
18,9765,אילת,2600,69,15,0,655,321,2,319,10,0,7,2,0,0,1,9,0,0,0,0,0,0,0,2,39,121,14,0,0,0,104,0,0,0,0,1,0,0,0,9
18,9782,אילת,2600,84,19,0,752,493,3,490,20,6,2,0,0,0,0,24,0,3,0,0,0,0,0,4,28,241,0,0,0,0,139,0,0,0,0,0,0,0,0,23
18,9785,אילת,2600,88,19,0,719,434,2,432,16,4,2,0,0,0,1,13,0,0,0,0,1,0,0,3,16,208,6,0,0,0,126,0,0,0,0,1,0,0,0,35
5,1753,אכסאל,478,3,1,0,662,370,3,367,1,0,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0
5,1757,אכסאל,478,7,3,0,653,403,2,401,2,0,377,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,11,0,1,0,0,0,0,0,0,2
11,5077,אלעד,1309,6.1,12,0,576,503,1,502,0,205,0,0,0,0,0,35,0,0,0,0,0,0,0,12,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,226
17,9054,אמונים,772,1,1,0,714,541,0,541,29,0,0,0,0,0,106,12,0,0,0,0,0,0,0,6,24,139,8,0,0,0,168,0,0,0,0,0,0,0,0,49
17,8640,אשדוד,70,24,4,0,675,420,10,410,9,109,0,0,0,0,1,6,0,0,0,0,0,0,0,5,43,95,4,0,0,0,46,0,1,0,0,1,0,0,3,87
17,8685,אשדוד,70,63,1,0,591,406,0,406,2,113,0,0,0,0,0,4,0,0,0,0,0,0,0,3,27,67,3,0,0,0,24,0,1,0,0,0,0,1,1,160
17,8724,אשדוד,70,106,47,0,716,486,4,482,26,4,0,0,0,0,0,33,0,1,0,0,0,0,0,4,36,168,13,0,0,0,140,0,0,0,0,0,0,0,0,57
17,8746,אשדוד,70,130.2,39,0,610,401,3,398,19,12,0,0,0,0,1,25,0,1,0,0,0,0,0,10,75,119,5,0,0,0,58,1,0,0,0,0,0,0,0,72
17,8764,אשדוד,70,146,60,0,604,398,0,398,8,4,0,0,0,0,1,9,0,1,0,0,0,0,0,7,167,121,1,0,0,0,67,1,1,0,0,0,0,0,0,10
17,8769,אשדוד,70,151,29,0,559,346,2,344,6,2,0,0,0,0,1,4,0,0,0,0,0,0,0,3,183,93,3,0,0,0,41,0,0,0,0,2,0,0,0,6
17,8791,אשדוד,70,173,38,0,643,428,2,426,14,6,0,0,0,0,1,14,0,0,0,0,0,0,0,3,109,140,5,0,0,0,101,0,0,0,0,1,0,0,1,31
17,8803,אשדוד,70,186,74,0,649,602,2,600,0,513,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
17,8813,אשדוד,70,198,64,0,663,447,0,447,25,4,0,0,0,0,1,20,0,0,0,0,0,0,0,5,57,187,3,0,1,0,112,0,0,0,0,0,0,0,0,32
17,8814,אשדוד,70,199.1,52,0,599,430,1,429,47,0,0,0,0,0,0,30,0,1,0,0,0,0,0,11,9,191,1,0,0,0,94,0,0,0,0,0,0,0,0,45
17,8818,אשדוד,70,199.5,52,0,598,418,2,416,24,2,0,0,0,0,0,21,0,1,0,0,0,0,0,8,22,179,5,0,0,0,128,0,0,0,0,0,0,0,0,26
17,8841,אשדוד,70,225,85,0,631,480,2,478,19,2,0,0,0,0,0,35,0,1,0,0,0,0,0,3,72,193,4,2,0,0,96,0,0,0,0,0,0,0,0,51
17,8846,אשדוד,70,230,58,0,598,387,7,380,9,3,0,0,0,0,0,16,0,1,0,0,0,0,0,8,100,147,1,0,0,0,56,0,0,0,1,0,0,0,0,38
17,8872,אשדוד,70,258,2,0,695,195,1,194,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,6,70,61,3,0,0,0,35,0,0,0,0,0,0,0,0,7
17,8910,אשדוד,70,953,58,0,640,434,2,432,13,6,0,0,0,0,0,9,0,0,0,0,0,0,0,4,78,196,4,0,0,0,83,0,1,0,0,0,0,0,0,38
17,8518,אשקלון,7100,87.1,38,0,583,367,4,363,16,7,0,0,0,0,0,25,0,0,0,0,0,0,0,14,57,122,1,0,0,0,44,0,0,1,0,0,0,0,2,74
17,8603,אשקלון,7100,170,84,0,688,494,0,494,28,3,0,0,0,0,0,27,0,0,0,0,0,0,0,18,40,228,6,1,0,0,94,1,0,0,0,0,0,0,0,48
9,3801,באקה אל-גרביה,6000,23,2,0,684,415,5,410,1,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,2,0,0,0,0,0,0,0,0,0
9,3803,באקה אל-גרביה,6000,25,2,0,665,413,3,410,1,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,6,0,0,0,0,0,0,1,0,1
18,9396,באר שבע,9000,2,6,0,513,210,2,208,4,1,5,2,0,0,0,10,0,0,0,0,0,0,0,2,28,84,6,1,0,0,41,0,0,0,0,1,0,0,1,22
18,9502,באר שבע,9000,42,26,0,638,411,1,410,18,4,1,0,0,0,0,105,1,1,0,0,0,0,0,21,20,144,7,0,0,0,62,0,0,0,0,0,0,0,0,26
18,9517,באר שבע,9000,65,20,0,601,240,3,237,9,8,1,0,0,0,1,5,0,1,0,0,0,0,0,8,40,101,2,1,0,0,31,0,0,0,0,0,0,0,0,29
18,9527,באר שבע,9000,102,11,0,560,305,3,302,4,14,1,0,0,0,1,10,0,0,0,0,0,0,0,16,24,148,1,0,0,0,39,0,0,1,0,0,0,0,0,43
18,9538,באר שבע,9000,116,3,0,550,340,4,336,12,14,0,1,0,0,0,20,0,2,0,0,0,0,0,13,9,157,5,0,0,0,50,0,0,0,0,0,0,0,0,53
18,9594,באר שבע,9000,121,38,0,725,396,1,395,27,2,5,0,0,0,0,16,0,2,0,0,0,0,0,14,23,164,9,0,0,0,110,0,1,1,0,0,0,0,0,21
18,9601,באר שבע,9000,128,7,0,715,493,1,492,28,1,4,0,0,0,0,32,0,1,0,0,0,0,0,7,33,228,5,0,0,0,130,0,0,0,0,0,0,0,0,23
18,9549,באר שבע,9000,146,119,0,466,274,2,272,3,10,0,0,0,0,0,2,0,0,0,0,0,0,0,8,30,101,0,1,0,0,36,0,3,0,0,1,0,0,0,77
18,9415,באר שבע,9000,175,10,0,552,329,1,328,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,2,82,114,2,0,0,0,70,0,0,0,0,0,0,0,1,42
18,9566,באר שבע,9000,179,70,0,690,429,3,426,18,2,1,0,0,0,0,11,0,0,0,0,0,0,0,7,66,179,6,0,0,0,97,1,1,0,0,0,0,1,0,36
18,9621,באר שבע,9000,182,68,0,607,417,1,416,33,5,2,0,0,0,0,22,0,1,0,0,0,0,0,7,32,169,18,0,0,0,104,0,0,0,0,0,0,0,0,23
